500,1492
fromId,toId,d,u1
144,150,1,1
150,144,1,1
439,486,1,1
486,439,1,1
135,430,2,4
430,135,2,4
298,401,2,1
401,298,2,1
371,476,2,3
476,371,2,3
13,283,3,5
283,13,3,5
48,301,3,3
301,48,3,3
60,154,3,3
154,60,3,3
110,459,3,2
459,110,3,2
126,464,3,4
464,126,3,4
127,226,3,6
226,127,3,6
163,420,3,2
420,163,3,2
173,430,3,1
430,173,3,1
176,449,3,6
449,176,3,6
299,475,3,6
475,299,3,6
330,352,3,1
352,330,3,1
442,491,3,1
491,442,3,1
470,479,3,2
479,470,3,2
1,342,4,6
342,1,4,6
25,190,4,8
190,25,4,8
76,426,4,6
426,76,4,6
82,487,4,3
487,82,4,3
122,391,4,8
391,122,4,8
131,374,4,1
374,131,4,1
166,265,4,7
265,166,4,7
244,402,4,4
402,244,4,4
255,375,4,4
375,255,4,4
282,435,4,1
435,282,4,1
321,395,4,1
395,321,4,1
329,338,4,5
338,329,4,5
398,446,4,1
446,398,4,1
9,333,5,3
333,9,5,3
55,329,5,7
329,55,5,7
56,471,5,8
471,56,5,8
65,349,5,2
349,65,5,2
76,272,5,1
272,76,5,1
90,345,5,3
345,90,5,3
92,462,5,7
462,92,5,7
99,369,5,1
369,99,5,1
101,321,5,10
321,101,5,10
104,208,5,9
208,104,5,9
162,308,5,8
308,162,5,8
167,440,5,2
440,167,5,2
177,408,5,8
408,177,5,8
202,271,5,6
271,202,5,6
209,457,5,1
457,209,5,1
214,423,5,1
423,214,5,1
221,276,5,4
276,221,5,4
246,261,5,10
261,246,5,10
326,434,5,6
434,326,5,6
379,447,5,9
447,379,5,9
402,459,5,2
459,402,5,2
432,466,5,3
466,432,5,3
4,451,6,9
451,4,6,9
11,362,6,4
362,11,6,4
14,327,6,6
327,14,6,6
26,309,6,9
309,26,6,9
30,332,6,4
332,30,6,4
30,428,6,1
428,30,6,1
45,359,6,2
359,45,6,2
59,145,6,1
145,59,6,1
65,361,6,3
361,65,6,3
68,259,6,8
259,68,6,8
89,281,6,3
281,89,6,3
96,218,6,9
218,96,6,9
100,243,6,12
243,100,6,12
106,330,6,3
330,106,6,3
114,306,6,9
306,114,6,9
144,355,6,10
355,144,6,10
149,343,6,1
343,149,6,1
152,256,6,12
256,152,6,12
158,262,6,9
262,158,6,9
159,494,6,4
494,159,6,4
162,489,6,10
489,162,6,10
172,416,6,3
416,172,6,3
177,296,6,11
296,177,6,11
191,429,6,11
429,191,6,11
192,299,6,1
299,192,6,1
239,339,6,3
339,239,6,3
239,379,6,7
379,239,6,7
266,400,6,2
400,266,6,2
270,280,6,8
280,270,6,8
326,339,6,4
339,326,6,4
354,397,6,11
397,354,6,11
424,460,6,2
460,424,6,2
13,30,7,11
30,13,7,11
15,84,7,14
84,15,7,14
23,373,7,14
373,23,7,14
43,252,7,11
252,43,7,11
54,354,7,2
354,54,7,2
57,450,7,2
450,57,7,2
63,250,7,14
250,63,7,14
72,265,7,12
265,72,7,12
74,275,7,9
275,74,7,9
80,105,7,14
105,80,7,14
88,399,7,9
399,88,7,9
88,414,7,8
414,88,7,8
97,123,7,3
123,97,7,3
111,383,7,8
383,111,7,8
111,386,7,14
386,111,7,14
113,295,7,6
295,113,7,6
113,367,7,5
367,113,7,5
120,348,7,14
348,120,7,14
123,257,7,7
257,123,7,7
157,179,7,10
179,157,7,10
163,407,7,9
407,163,7,9
184,338,7,14
338,184,7,14
213,253,7,2
253,213,7,2
216,372,7,14
372,216,7,14
224,467,7,6
467,224,7,6
236,445,7,10
445,236,7,10
247,291,7,5
291,247,7,5
253,273,7,12
273,253,7,12
264,400,7,6
400,264,7,6
283,428,7,13
428,283,7,13
300,358,7,13
358,300,7,13
433,493,7,10
493,433,7,10
447,484,7,14
484,447,7,14
2,288,8,2
288,2,8,2
11,336,8,4
336,11,8,4
14,329,8,15
329,14,8,15
25,193,8,14
193,25,8,14
58,258,8,6
258,58,8,6
61,341,8,14
341,61,8,14
64,499,8,7
499,64,8,7
66,444,8,11
444,66,8,11
70,363,8,3
363,70,8,3
72,425,8,13
425,72,8,13
78,398,8,1
398,78,8,1
85,118,8,11
118,85,8,11
104,235,8,9
235,104,8,9
119,491,8,7
491,119,8,7
120,347,8,7
347,120,8,7
121,398,8,13
398,121,8,13
122,181,8,15
181,122,8,15
126,335,8,12
335,126,8,12
130,238,8,10
238,130,8,10
132,211,8,2
211,132,8,2
133,315,8,12
315,133,8,12
138,182,8,13
182,138,8,13
144,336,8,1
336,144,8,1
148,218,8,9
218,148,8,9
150,362,8,5
362,150,8,5
151,191,8,14
191,151,8,14
165,324,8,15
324,165,8,15
173,308,8,4
308,173,8,4
201,248,8,6
248,201,8,6
205,370,8,7
370,205,8,7
244,274,8,5
274,244,8,5
268,298,8,15
298,268,8,15
287,290,8,9
290,287,8,9
310,346,8,4
346,310,8,4
394,442,8,12
442,394,8,12
6,450,9,12
450,6,9,12
16,233,9,9
233,16,9,9
24,371,9,2
371,24,9,2
27,201,9,18
201,27,9,18
35,96,9,9
96,35,9,9
85,104,9,18
104,85,9,18
89,98,9,7
98,89,9,7
89,185,9,16
185,89,9,16
102,190,9,13
190,102,9,13
121,460,9,16
460,121,9,16
147,440,9,5
440,147,9,5
158,497,9,10
497,158,9,10
159,461,9,14
461,159,9,14
162,430,9,16
430,162,9,16
170,457,9,16
457,170,9,16
187,416,9,5
416,187,9,5
197,296,9,2
296,197,9,2
210,349,9,17
349,210,9,17
232,427,9,3
427,232,9,3
236,323,9,3
323,236,9,3
270,461,9,11
461,270,9,11
282,283,9,16
283,282,9,16
289,396,9,5
396,289,9,5
317,394,9,13
394,317,9,13
350,431,9,14
431,350,9,14
380,447,9,9
447,380,9,9
386,411,9,12
411,386,9,12
418,497,9,12
497,418,9,12
427,458,9,1
458,427,9,1
1,269,10,4
269,1,10,4
2,292,10,11
292,2,10,11
14,485,10,4
485,14,10,4
27,347,10,3
347,27,10,3
38,481,10,18
481,38,10,18
50,365,10,4
365,50,10,4
53,255,10,20
255,53,10,20
53,388,10,12
388,53,10,12
60,173,10,19
173,60,10,19
63,389,10,4
389,63,10,4
108,466,10,20
