500,1486
fromId,toId,d,u1
43,225,1,1
225,43,1,1
69,345,1,2
345,69,1,2
216,240,1,2
240,216,1,2
216,280,1,2
280,216,1,2
287,359,1,2
359,287,1,2
93,416,2,4
416,93,2,4
132,323,2,2
323,132,2,2
159,203,2,4
203,159,2,4
260,322,2,1
322,260,2,1
357,361,2,2
361,357,2,2
12,236,3,2
236,12,3,2
17,226,3,4
226,17,3,4
143,213,3,5
213,143,3,5
152,253,3,1
253,152,3,1
154,485,3,4
485,154,3,4
257,277,3,5
277,257,3,5
302,336,3,1
336,302,3,1
401,432,3,1
432,401,3,1
1,470,4,6
470,1,4,6
20,32,4,6
32,20,4,6
25,469,4,2
469,25,4,2
43,50,4,5
50,43,4,5
56,139,4,4
139,56,4,4
68,116,4,1
116,68,4,1
98,314,4,3
314,98,4,3
107,425,4,5
425,107,4,5
114,424,4,4
424,114,4,4
122,260,4,8
260,122,4,8
137,286,4,4
286,137,4,4
170,246,4,8
246,170,4,8
227,393,4,1
393,227,4,1
393,486,4,8
486,393,4,8
10,325,5,7
325,10,5,7
21,278,5,4
278,21,5,4
27,294,5,7
294,27,5,7
30,77,5,10
77,30,5,10
31,378,5,1
378,31,5,1
57,438,5,9
438,57,5,9
84,283,5,2
283,84,5,2
96,381,5,5
381,96,5,5
115,222,5,3
222,115,5,3
149,475,5,6
475,149,5,6
151,240,5,1
240,151,5,1
177,203,5,1
203,177,5,1
194,355,5,10
355,194,5,10
219,455,5,7
455,219,5,7
223,482,5,1
482,223,5,1
225,485,5,7
485,225,5,7
305,387,5,1
387,305,5,1
324,390,5,10
390,324,5,10
35,208,6,3
208,35,6,3
37,263,6,6
263,37,6,6
39,206,6,2
206,39,6,2
47,408,6,5
408,47,6,5
64,411,6,7
411,64,6,7
96,247,6,1
247,96,6,1
99,230,6,7
230,99,6,7
101,106,6,8
106,101,6,8
118,422,6,7
422,118,6,7
119,315,6,5
315,119,6,5
181,487,6,10
487,181,6,10
215,434,6,6
434,215,6,6
239,488,6,3
488,239,6,3
274,386,6,7
386,274,6,7
297,326,6,8
326,297,6,8
299,412,6,9
412,299,6,9
304,392,6,6
392,304,6,6
330,377,6,6
377,330,6,6
391,445,6,1
445,391,6,1
431,491,6,8
491,431,6,8
17,292,7,10
292,17,7,10
18,259,7,1
259,18,7,1
19,153,7,1
153,19,7,1
25,223,7,12
223,25,7,12
28,195,7,11
195,28,7,11
29,336,7,2
336,29,7,2
38,70,7,8
70,38,7,8
61,106,7,9
106,61,7,9
79,326,7,13
326,79,7,13
83,296,7,8
296,83,7,8
99,496,7,11
496,99,7,11
123,194,7,5
194,123,7,5
127,372,7,7
372,127,7,7
140,447,7,9
447,140,7,9
143,201,7,13
201,143,7,13
144,270,7,3
270,144,7,3
160,496,7,13
496,160,7,13
171,471,7,2
471,171,7,2
173,402,7,11
402,173,7,11
175,409,7,6
409,175,7,6
