500,1492
fromId,toId,d,u1
161,194,1,2
194,161,1,2
111,383,2,3
383,111,2,3
160,260,2,2
260,160,2,2
229,455,2,3
455,229,2,3
272,499,2,4
499,272,2,4
10,70,3,1
70,10,3,1
29,362,3,6
362,29,3,6
42,89,3,2
89,42,3,2
57,219,3,2
219,57,3,2
100,336,3,2
336,100,3,2
101,464,3,6
464,101,3,6
163,309,3,2
309,163,3,2
174,476,3,4
476,174,3,4
207,209,3,4
209,207,3,4
219,241,3,4
241,219,3,4
263,449,3,6
449,263,3,6
294,446,3,5
446,294,3,5
299,433,3,3
433,299,3,3
319,434,3,6
434,319,3,6
26,240,4,1
240,26,4,1
42,67,4,6
67,42,4,6
50,283,4,2
283,50,4,2
56,254,4,1
254,56,4,1
65,82,4,7
82,65,4,7
73,318,4,6
318,73,4,6
88,327,4,6
327,88,4,6
101,176,4,1
176,101,4,1
122,152,4,1
152,122,4,1
132,349,4,7
349,132,4,7
148,345,4,5
345,148,4,5
214,278,4,6
278,214,4,6
339,451,4,8
451,339,4,8
444,447,4,3
447,444,4,3
455,457,4,4
457,455,4,4
0,143,5,8
143,0,5,8
1,352,5,5
352,1,5,5
6,353,5,5
353,6,5,5
17,122,5,9
122,17,5,9
35,251,5,7
251,35,5,7
40,267,5,7
267,40,5,7
52,209,5,1
209,52,5,1
65,312,5,7
312,65,5,7
93,442,5,6
442,93,5,6
109,329,5,10
329,109,5,10
119,305,5,2
305,119,5,2
121,279,5,8
279,121,5,8
124,242,5,9
242,124,5,9
145,467,5,3
467,145,5,3
147,457,5,9
457,147,5,9
162,345,5,8
345,162,5,8
167,340,5,10
340,167,5,10
168,269,5,2
269,168,5,2
176,353,5,9
353,176,5,9
182,343,5,9
343,182,5,9
199,284,5,9
284,199,5,9
201,271,5,8
271,201,5,8
215,417,5,2
417,215,5,2
230,239,5,3
239,230,5,3
323,410,5,6
410,323,5,6
367,425,5,5
425,367,5,5
401,428,5,1
428,401,5,1
419,421,5,5
421,419,5,5
435,475,5,7
475,435,5,7
2,33,6,8
33,2,6,8
7,50,6,5
50,7,6,5
11,272,6,6
272,11,6,6
20,334,6,10
334,20,6,10
24,342,6,3
342,24,6,3
26,344,6,11
344,26,6,11
27,261,6,6
261,27,6,6
44,201,6,5
201,44,6,5
45,127,6,2
127,45,6,2
97,432,6,5
432,97,6,5
98,354,6,7
354,98,6,7
174,340,6,11
340,174,6,11
180,293,6,3
293,180,6,3
183,343,6,12
343,183,6,12
185,252,6,3
252,185,6,3
231,332,6,3
332,231,6,3
290,374,6,3
374,290,6,3
304,483,6,2
483,304,6,2
345,467,6,7
467,345,6,7
370,465,6,6
465,370,6,6
6,53,7,4
53,6,7,4
21,338,7,5
338,21,7,5
49,320,7,14
320,49,7,14
74,181,7,4
181,74,7,4
76,122,7,1
122,76,7,1
77,444,7,12
444,77,7,12
78,288,7,11
288,78,7,11
112,358,7,6
358,112,7,6
118,230,7,13
230,118,7,13
142,308,7,2
308,142,7,2
145,309,7,12
309,145,7,12
161,282,7,11
282,161,7,11
170,403,7,12
403,170,7,12
170,414,7,9
414,170,7,9
192,422,7,6
422,192,7,6
216,337,7,3
337,216,7,3
219,261,7,2
261,219,7,2
220,275,7,13
275,220,7,13
232,469,7,9
469,232,7,9
233,280,7,12
