500,1454
fromId,toId,d,u1
49,499,1,1
499,49,1,1
152,373,1,2
373,152,1,2
202,246,1,2
246,202,1,2
92,319,2,3
319,92,2,3
105,274,2,4
274,105,2,4
153,492,2,4
492,153,2,4
173,466,2,4
466,173,2,4
221,358,2,4
358,221,2,4
271,437,2,3
437,271,2,3
40,175,3,2
175,40,3,2
80,486,3,1
486,80,3,1
95,413,3,6
413,95,3,6
104,314,3,6
314,104,3,6
116,460,3,4
460,116,3,4
117,442,3,1
442,117,3,1
124,256,3,1
256,124,3,1
138,310,3,6
310,138,3,6
179,479,3,1
479,179,3,1
191,466,3,4
466,191,3,4
201,339,3,6
339,201,3,6
209,475,3,1
475,209,3,1
212,316,3,5
316,212,3,5
248,378,3,1
378,248,3,1
269,480,3,6
480,269,3,6
308,471,3,3
471,308,3,3
335,400,3,5
400,335,3,5
381,449,3,6
449,381,3,6
385,457,3,3
457,385,3,3
386,474,3,3
474,386,3,3
417,488,3,5
488,417,3,5
419,455,3,1
455,419,3,1
17,122,4,8
122,17,4,8
23,52,4,1
52,23,4,1
37,368,4,8
368,37,4,8
45,432,4,4
432,45,4,4
73,489,4,7
489,73,4,7
100,195,4,5
195,100,4,5
101,188,4,8
188,101,4,8
128,451,4,7
451,128,4,7
180,213,4,4
213,180,4,4
192,433,4,6
433,192,4,6
207,213,4,5
213,207,4,5
240,364,4,5
364,240,4,5
275,294,4,7
294,275,4,7
278,282,4,4
282,278,4,4
295,349,4,1
349,295,4,1
313,412,4,7
412,313,4,7
344,387,4,2
387,344,4,2
0,125,5,8
125,0,5,8
2,427,5,3
427,2,5,3
9,439,5,10
439,9,5,10
18,425,5,6
425,18,5,6
33,217,5,4
217,33,5,4
51,216,5,5
216,51,5,5
55,352,5,6
352,55,5,6
62,65,5,1
65,62,5,1
80,270,5,4
270,80,5,4
84,169,5,3
169,84,5,3
103,436,5,6
436,103,5,6
104,279,5,2
279,104,5,2
107,328,5,6
328,107,5,6
115,255,5,2
255,115,5,2
129,279,5,1
279,129,5,1
152,196,5,3
196,152,5,3
208,370,5,6
370,208,5,6
211,479,5,7
479,211,5,7
220,429,5,6
429,220,5,6
227,384,5,6
384,227,5,6
239,352,5,6
352,239,5,6
260,395,5,5
395,260,5,5
277,454,5,2
454,277,5,2
285,346,5,7
346,285,5,7
451,470,5,8
470,451,5,8
1,104,6,7
104,1,6,7
10,179,6,4
179,10,6,4
22,339,6,3
339,22,6,3
28,430,6,6
430,28,6,6
50,261,6,7
261,50,6,7
72,293,6,10
293,72,6,10
73,283,6,12
283,73,6,12
79,269,6,1
269,79,6,1
94,289,6,6
289,94,6,6
115,185,6,10
185,115,6,10
116,187,6,5
187,116,6,5
119,296,6,1
296,119,6,1
151,161,6,2
161,151,6,2
170,417,6,5
417,170,6,5
181,279,6,2
279,181,6,2
192,247,6,10
247,192,6,10
197,205,6,8
205,197,6,8
236,372,6,4
372,236,6,4
245,390,6,10
390,245,6,10
273,447,6,10
447,273,6,10
301,338,6,9
338,301,6,9
302,307,6,4
307,302,6,4
311,432,6,8
432,311,6,8
325,332,6,12
332,325,6,12
399,424,6,8
424,399,6,8
6,138,7,14
138,6,7,14
29,284,7,8
284,29,7,8
39,484,7,13
484,39,7,13
45,186,7,10
186,45,7,10
48,326,7,2
326,48,7,2
54,161,7,1
161,54,7,1
121,434,7,14
434,121,7,14
133,217,7,2
217,133,7,2
157,245,7,5
245,157,7,5
158,161,7,13
161,158,7,13
158,318,7,3
318,158,7,3
159,177,7,3
177,159,7,3
168,272,7,7
272,168,7,7
171,452,7,12
452,171,7,12
194,321,7,1
321,194,7,1
222,356,7,2
356,222,7,2
230,344,7,11
344,230,7,11
234,240,7,10
240,234,7,10
241,276,7,7
276,241,7,7
309,424,7,13
424,309,7,13
4,252,8,9
252,4,8,9
5,36,8,11
36,5,8,11
9,464,8,9
464,9,8,9
22,236,8,6
236,22,8,6
27,461,8,14
461,27,8,14
30,488,8,10
488,30,8,10
36,315,8,4
315,36,8,4
42,402,8,4
402,42,8,4
43,334,8,12
334,43,8,12
46,196,8,3
196,46,8,3
55,331,8,11
331,55,8,11
56,225,8,9
225,56,8,9
66,307,8,10
307,66,8,10
68,83,8,5
83,68,8,5
77,134,8,9
134,77,8,9
110,214,8,15
214,110,8,15
119,377,8,2
377,119,8,2
125,456,8,15
456,125,8,15
131,157,8,3
157,131,8,3
138,148,8,15
148,138,8,15
168,464,8,11
464,168,8,11
203,491,8,7
491,203,8,7
204,280,8,13
280,204,8,13
239,317,8,10
317,239,8,10
243,441,8,15
441,243,8,15
245,401,8,15
401,245,8,15
315,496,8,12
496,315,8,12
406,440,8,14
440,406,8,14
458,480,8,9
480,458,8,9
12,107,9,11
107,12,9,11
21,159,9,9
159,21,9,9
26,333,9,2
333,26,9,2
31,68,9,15
68,31,9,15
38,355,9,7
355,38,9,7
42,75,9,6
75,42,9,6
64,81,9,2
81,64,9,2
68,253,9,13
253,68,9,13
78,450,9,4
450,78,9,4
86,323,9,10
323,86,9,10
123,434,9,10
434,123,9,10
130,262,9,5
262,130,9,5
183,302,9,4
302,183,9,4
184,255,9,18
255,184,9,18
187,462,9,11
462,187,9,11
193,212,9,12
212,193,9,12
193,468,9,16
468,193,9,16
197,249,9,10
249,197,9,10
200,284,9,5
284,200,9,5
203,266,9,17
266,203,9,17
208,324,9,5
324,208,9,5
210,345,9,18
345,210,9,18
237,415,9,10
415,237,9,10
244,414,9,17
414,244,9,17
258,398,9,10
398,258,9,10
312,468,9,18
468,312,9,18
440,443,9,11
443,440,9,11
450,460,9,4
460,450,9,4
10,376,10,8
376,10,10,8
13,71,10,20
71,13,10,20
21,275,10,11
275,21,10,11
42,443,10,1
443,42,10,1
61,105,10,4
105,61,10,4
89,108,10,9
108,89,10,9
91,153,10,7
153,91,10,7
120,482,10,3
482,120,10,3
126,478,10,13
478,126,10,13
127,164,10,2
164,127,10,2
132,308,10,10
308,132,10,10
151,434,10,14
434,151,10,14
156,323,10,12
323,156,10,12
158,434,10,10
434,158,10,10
172,224,10,12
224,172,10,12
182,324,10,15
324,182,10,15
231,305,10,5
305,231,10,5
276,322,10,15
322,276,10,15
295,369,10,6
369,295,10,6
353,472,10,2
472,353,10,2
362,410,10,18
410,362,10,18
412,447,10,17
447,412,10,17
7,222,11,4
222,7,11,4
13,390,11,21
390,13,11,21
30,231,11,19
231,30,11,19
40,243,11,12
243,40,11,12
43,130,11,22
130,43,11,22
46,361,11,5
361,46,11,5
59,177,11,11
177,59,11,11
60,299,11,11
299,60,11,11
74,304,11,14
304,74,11,14
90,461,11,5
461,90,11,5
93,287,11,4
287,93,11,4
96,272,11,3
272,96,11,3
100,360,11,18
360,100,11,18
112,137,11,11
137,112,11,11
114,303,11,18
303,114,11,18
129,423,11,13
423,129,11,13
145,162,11,22
162,145,11,22
167,349,11,15
349,167,11,15
178,389,11,5
389,178,11,5
223,225,11,19
225,223,11,19
252,271,11,7
271,252,11,7
297,469,11,13
469,297,11,13
305,309,11,3
309,305,11,3
312,376,11,4
376,312,11,4
327,438,11,10
438,327,11,10
336,377,11,4
377,336,11,4
361,393,11,9
393,361,11,9
371,456,11,13
456,371,11,13
475,493,11,6
493,475,11,6
3,452,12,21
452,3,12,21
7,301,12,14
301,7,12,14
14,379,12,18
379,14,12,18
22,342,12,18
342,22,12,18
26,459,12,14
459,26,12,14
51,209,12,2
209,51,12,2
62,498,12,4
498,62,12,4
64,379,12,15
379,64,12,15
76,90,12,2
90,76,12,2
106,366,12,14
366,106,12,14
111,253,12,9
253,111,12,9
122,375,12,20
375,122,12,20
139,490,12,12
490,139,12,12
142,388,12,15
388,142,12,15
144,412,12,17
412,144,12,17
145,418,12,20
418,145,12,20
151,436,12,5
436,151,12,5
168,372,12,1
372,168,12,1
177,371,12,11
371,177,12,11
180,262,12,16
262,180,12,16
183,340,12,19
340,183,12,19
198,431,12,23
431,198,12,23
214,481,12,23
481,214,12,23
251,328,12,13
328,251,12,13
262,334,12,16
334,262,12,16
321,401,12,6
401,321,12,6
324,328,12,9
328,324,12,9
362,449,12,9
449,362,12,9
391,462,12,15
462,391,12,15
476,495,12,14
495,476,12,14
0,404,13,7
404,0,13,7
3,55,13,7
55,3,13,7
3,409,13,12
409,3,13,12
4,238,13,1
238,4,13,1
34,174,13,1
174,34,13,1
35,382,13,1
382,35,13,1
41,360,13,12
360,41,13,12
57,82,13,13
82,57,13,13
65,105,13,12
105,65,13,12
69,251,13,24
251,69,13,24
81,233,13,12
233,81,13,12
100,275,13,6
275,100,13,6
124,340,13,4
340,124,13,4
132,363,13,18
363,132,13,18
135,143,13,22
143,135,13,22
141,231,13,15
231,141,13,15
165,189,13,17
189,165,13,17
167,369,13,19
369,167,13,19
175,215,13,16
215,175,13,16
189,223,13,13
223,189,13,13
199,392,13,10
392,199,13,10
235,248,13,21
248,235,13,21
239,259,13,17
259,239,13,17
257,465,13,7
465,257,13,7
298,334,13,3
334,298,13,3
311,446,13,7
446,311,13,7
329,484,13,26
484,329,13,26
367,425,13,11
425,367,13,11
391,476,13,21
476,391,13,21
396,446,13,21
446,396,13,21
405,441,13,21
441,405,13,21
463,487,13,5
487,463,13,5
4,106,14,21
106,4,14,21
11,416,14,27
416,11,14,27
11,467,14,21
467,11,14,21
13,453,14,2
453,13,14,2
20,278,14,22
278,20,14,22
21,456,14,8
456,21,14,8
23,94,14,6
94,23,14,6
28,149,14,13
149,28,14,13
28,399,14,4
399,28,14,4
31,46,14,3
46,31,14,3
57,367,14,27
367,57,14,27
58,264,14,2
264,58,14,2
60,124,14,7
124,60,14,7
62,274,14,8
274,62,14,8
82,124,14,10
124,82,14,10
84,89,14,1
89,84,14,1
85,397,14,13
397,85,14,13
87,250,14,4
250,87,14,4
91,237,14,24
237,91,14,24
93,145,14,23
145,93,14,23
97,412,14,24
412,97,14,24
101,495,14,27
495,101,14,27
106,271,14,1
271,106,14,1
121,403,14,17
403,121,14,17
126,489,14,23
489,126,14,23
142,416,14,9
416,142,14,9
149,343,14,27
343,149,14,27
160,497,14,13
497,160,14,13
163,284,14,12
284,163,14,12
166,221,14,27
221,166,14,27
198,403,14,12
403,198,14,12
207,471,14,2
471,207,14,2
220,383,14,23
383,220,14,23
241,397,14,1
397,241,14,1
245,453,14,14
453,245,14,14
246,266,14,2
266,246,14,2
272,439,14,20
439,272,14,20
278,421,14,6
421,278,14,6
280,374,14,12
374,280,14,12
331,409,14,8
409,331,14,8
347,410,14,11
410,347,14,11
383,459,14,20
459,383,14,20
393,465,14,13
465,393,14,13
420,421,14,6
421,420,14,6
420,483,14,25
483,420,14,25
431,490,14,17
490,431,14,17
440,473,14,10
473,440,14,10
470,498,14,20
498,470,14,20
0,350,15,15
350,0,15,15
6,378,15,7
378,6,15,7
24,98,15,28
98,24,15,28
31,203,15,8
203,31,15,8
34,47,15,7
47,34,15,7
34,287,15,2
287,34,15,2
39,333,15,21
333,39,15,21
40,210,15,20
210,40,15,20
49,354,15,16
354,49,15,16
50,380,15,11
380,50,15,11
52,289,15,11
289,52,15,11
58,320,15,19
320,58,15,19
71,157,15,18
157,71,15,18
74,219,15,30
219,74,15,30
78,166,15,26
166,78,15,26
78,297,15,5
297,78,15,5
87,268,15,10
268,87,15,10
94,226,15,19
226,94,15,19
139,182,15,4
182,139,15,4
160,163,15,3
163,160,15,3
162,375,15,26
375,162,15,26
163,442,15,2
442,163,15,2
179,218,15,12
218,179,15,12
187,424,15,7
424,187,15,7
228,336,15,18
336,228,15,18
254,355,15,18
355,254,15,18
287,418,15,10
418,287,15,10
291,348,15,15
348,291,15,15
292,404,15,10
404,292,15,10
297,358,15,19
358,297,15,19
304,393,15,27
393,304,15,27
325,329,15,23
329,325,15,23
341,422,15,6
422,341,15,6
7,411,16,17
411,7,16,17
8,481,16,19
481,8,16,19
9,201,16,5
201,9,16,5
15,254,16,16
254,15,16,16
17,406,16,18
406,17,16,18
25,302,16,20
302,25,16,20
30,109,16,2
109,30,16,2
44,433,16,15
433,44,16,15
46,266,16,20
266,46,16,20
57,201,16,30
201,57,16,30
61,448,16,8
448,61,16,8
69,311,16,23
311,69,16,23
80,136,16,3
136,80,16,3
86,174,16,2
174,86,16,2
98,347,16,27
347,98,16,27
102,207,16,5
207,102,16,5
117,281,16,22
281,117,16,22
131,134,16,25
134,131,16,25
135,427,16,18
427,135,16,18
140,405,16,23
405,140,16,23
141,387,16,13
387,141,16,13
146,277,16,23
277,146,16,23
174,238,16,18
238,174,16,18
181,219,16,30
219,181,16,30
202,373,16,27
373,202,16,27
214,290,16,3
290,214,16,3
215,454,16,18
454,215,16,18
217,322,16,15
322,217,16,15
220,341,16,20
341,220,16,20
232,482,16,4
482,232,16,4
238,300,16,12
300,238,16,12
249,496,16,26
496,249,16,26
339,464,16,9
464,339,16,9
342,367,16,17
367,342,16,17
380,395,16,5
395,380,16,5
405,445,16,4
445,405,16,4
8,53,17,5
53,8,17,5
37,439,17,11
439,37,17,11
41,58,17,29
58,41,17,29
59,374,17,18
374,59,17,18
63,396,17,2
396,63,17,2
88,295,17,3
295,88,17,3
109,267,17,6
267,109,17,6
112,263,17,19
263,112,17,19
142,467,17,33
467,142,17,33
145,402,17,17
402,145,17,17
147,349,17,13
349,147,17,13
149,165,17,15
165,149,17,15
167,494,17,30
494,167,17,30
169,291,17,11
291,169,17,11
190,365,17,10
365,190,17,10
199,368,17,3
368,199,17,3
199,429,17,15
429,199,17,15
234,445,17,5
445,234,17,5
258,403,17,3
403,258,17,3
338,356,17,2
356,338,17,2
346,355,17,30
355,346,17,30
354,396,17,7
396,354,17,7
399,462,17,20
462,399,17,20
19,273,18,7
273,19,18,7
29,70,18,28
70,29,18,28
32,96,18,35
96,32,18,35
38,463,18,2
463,38,18,2
47,224,18,29
224,47,18,29
47,319,18,36
319,47,18,36
66,428,18,30
428,66,18,30
77,127,18,5
127,77,18,5
83,361,18,6
361,83,18,6
84,448,18,15
448,84,18,15
86,92,18,9
92,86,18,9
101,318,18,31
318,101,18,31
128,274,18,30
274,128,18,30
136,232,18,21
232,136,18,21
150,257,18,27
257,150,18,27
153,435,18,5
435,153,18,5
178,320,18,33
320,178,18,33
182,218,18,24
218,182,18,24
190,402,18,8
402,190,18,8
195,350,18,33
350,195,18,33
242,392,18,11
392,242,18,11
252,300,18,32
300,252,18,32
263,407,18,14
407,263,18,14
281,485,18,22
485,281,18,22
306,477,18,31
477,306,18,31
332,422,18,24
422,332,18,24
343,430,18,29
430,343,18,29
351,453,18,26
453,351,18,26
391,450,18,18
450,391,18,18
442,497,18,22
497,442,18,22
5,43,19,1
43,5,19,1
6,277,19,31
277,6,19,31
14,126,19,34
126,14,19,34
44,300,19,29
300,44,19,29
70,267,19,12
267,70,19,12
85,477,19,11
477,85,19,11
97,325,19,8
325,97,19,8
109,149,19,31
149,109,19,31
135,428,19,26
428,135,19,26
140,303,19,38
303,140,19,38
154,499,19,17
499,154,19,17
166,391,19,29
391,166,19,29
176,351,19,34
351,176,19,34
184,200,19,27
200,184,19,27
185,489,19,9
489,185,19,9
188,237,19,32
237,188,19,32
211,468,19,6
468,211,19,6
228,419,19,19
419,228,19,19
229,265,19,4
265,229,19,4
259,362,19,15
362,259,19,15
285,364,19,7
364,285,19,7
294,475,19,5
475,294,19,5
317,335,19,9
335,317,19,9
12,292,20,27
292,12,20,27
15,362,20,12
362,15,20,12
19,144,20,6
144,19,20,6
19,359,20,18
359,19,20,18
26,422,20,34
422,26,20,34
47,93,20,16
93,47,20,16
53,206,20,33
206,53,20,33
64,255,20,19
255,64,20,19
67,299,20,17
299,67,20,17
76,111,20,7
111,76,20,7
96,341,20,21
341,96,20,21
99,233,20,11
233,99,20,11
114,146,20,9
146,114,20,9
139,211,20,38
211,139,20,38
154,444,20,33
444,154,20,33
155,337,20,27
337,155,20,27
190,457,20,13
457,190,20,13
331,347,20,35
347,331,20,35
335,445,20,12
445,335,20,12
342,385,20,25
385,342,20,25
343,435,20,11
435,343,20,11
357,382,20,29
382,357,20,29
398,490,20,28
490,398,20,28
16,33,21,25
33,16,21,25
25,408,21,1
408,25,21,1
32,372,21,2
372,32,21,2
35,370,21,42
370,35,21,42
53,257,21,2
257,53,21,2
128,291,21,25
291,128,21,25
150,330,21,13
330,150,21,13
170,267,21,1
267,170,21,1
176,359,21,13
359,176,21,13
184,281,21,2
281,184,21,2
191,493,21,28
493,191,21,28
195,320,21,25
320,195,21,25
202,378,21,26
378,202,21,26
210,240,21,22
240,210,21,22
212,421,21,33
421,212,21,33
222,419,21,25
419,222,21,25
224,472,21,22
472,224,21,22
235,277,21,33
277,235,21,33
244,337,21,17
337,244,21,17
251,370,21,26
370,251,21,26
313,494,21,21
