500,1490
fromId,toId,d,u1
27,99,1,2
99,27,1,2
133,353,1,2
353,133,1,2
306,332,1,2
332,306,1,2
103,325,2,4
325,103,2,4
208,336,2,2
336,208,2,2
309,360,2,4
360,309,2,4
426,439,2,1
439,426,2,1
77,271,3,3
271,77,3,3
87,394,3,1
394,87,3,1
94,429,3,3
429,94,3,3
171,223,3,2
223,171,3,2
187,223,3,5
223,187,3,5
194,392,3,4
392,194,3,4
206,369,3,5
369,206,3,5
322,441,3,6
441,322,3,6
4,385,4,1
385,4,4,1
14,192,4,1
192,14,4,1
15,338,4,5
338,15,4,5
39,443,4,1
443,39,4,1
45,149,4,1
149,45,4,1
60,380,4,5
380,60,4,5
81,200,4,1
200,81,4,1
100,379,4,2
379,100,4,2
104,410,4,7
410,104,4,7
144,410,4,2
410,144,4,2
165,245,4,2
245,165,4,2
205,317,4,5
317,205,4,5
223,482,4,1
482,223,4,1
273,438,4,2
438,273,4,2
286,491,4,3
491,286,4,3
318,442,4,2
442,318,4,2
326,368,4,2
368,326,4,2
335,354,4,1
354,335,4,1
452,461,4,6
461,452,4,6
0,205,5,3
205,0,5,3
4,222,5,3
222,4,5,3
31,412,5,3
412,31,5,3
54,350,5,9
350,54,5,9
66,319,5,5
319,66,5,5
113,474,5,1
474,113,5,1
119,346,5,2
346,119,5,2
128,196,5,5
196,128,5,5
165,181,5,6
181,165,5,6
167,193,5,6
193,167,5,6
186,300,5,4
300,186,5,4
203,305,5,7
305,203,5,7
232,254,5,8
254,232,5,8
238,329,5,1
329,238,5,1
255,453,5,7
453,255,5,7
291,451,5,4
451,291,5,4
294,409,5,7
409,294,5,7
308,413,5,10
413,308,5,10
336,364,5,3
364,336,5,3
359,449,5,1
449,359,5,1
388,425,5,2
425,388,5,2
456,468,5,5
468,456,5,5
457,464,5,3
464,457,5,3
2,285,6,3
285,2,6,3
17,434,6,10
434,17,6,10
20,216,6,1
216,20,6,1
27,153,6,11
153,27,6,11
28,155,6,5
155,28,6,5
33,308,6,7
308,33,6,7
53,288,6,4
288,53,6,4
66,327,6,10
327,66,6,10
84,215,6,4
215,84,6,4
107,226,6,1
226,107,6,1
111,129,6,12
129,111,6,12
120,256,6,5
256,120,6,5
128,445,6,11
445,128,6,11
133,426,6,5
426,133,6,5
141,373,6,5
373,141,6,5
148,235,6,8
235,148,6,8
175,476,6,10
476,175,6,10
178,285,6,10
285,178,6,10
189,297,6,8
297,189,6,8
191,488,6,10
488,191,6,10
227,417,6,12
417,227,6,12
