500,1486
fromId,toId,d,c1
1,273,1,1
273,1,1,1
175,422,1,1
422,175,1,1
285,487,1,1
487,285,1,1
29,60,2,2
60,29,2,2
63,114,2,1
114,63,2,1
103,279,2,1
279,103,2,1
228,396,2,2
396,228,2,2
322,486,2,2
486,322,2,2
330,413,2,1
413,330,2,1
13,76,3,3
76,13,3,3
17,372,3,2
372,17,3,2
53,207,3,3
207,53,3,3
53,466,3,2
466,53,3,2
66,373,3,3
373,66,3,3
68,71,3,3
71,68,3,3
83,234,3,3
234,83,3,3
185,307,3,2
307,185,3,2
187,295,3,3
295,187,3,3
204,475,3,3
475,204,3,3
259,407,3,2
407,259,3,2
271,457,3,3
457,271,3,3
302,355,3,2
355,302,3,2
383,488,3,3
488,383,3,3
24,243,4,3
243,24,4,3
40,316,4,3
316,40,4,3
45,418,4,3
418,45,4,3
49,87,4,3
87,49,4,3
107,342,4,4
342,107,4,4
132,238,4,2
238,132,4,2
144,217,4,3
217,144,4,3
167,255,4,4
255,167,4,4
167,377,4,3
377,167,4,3
173,347,4,3
347,173,4,3
176,428,4,4
428,176,4,4
203,349,4,3
349,203,4,3
268,285,4,3
285,268,4,3
274,293,4,4
293,274,4,4
311,420,4,4
420,311,4,4
312,473,4,4
473,312,4,4
328,477,4,4
477,328,4,4
373,438,4,3
438,373,4,3
5,345,5,4
345,5,5,4
6,121,5,5
121,6,5,5
24,63,5,4
63,24,5,4
70,222,5,5
222,70,5,5
90,125,5,4
125,90,5,4
112,230,5,4
230,112,5,4
180,208,5,4
208,180,5,4
218,357,5,4
357,218,5,4
455,499,5,4
499,455,5,4
17,435,6,6
435,17,6,6
22,334,6,5
334,22,6,5
25,250,6,6
250,25,6,6
28,225,6,6
225,28,6,6
34,310,6,6
310,34,6,6
39,189,6,6
189,39,6,6
48,94,6,5
94,48,6,5
57,309,6,5
309,57,6,5
64,488,6,5
488,64,6,5
91,206,6,6
206,91,6,6
117,130,6,5
130,117,6,5
142,388,6,6
388,142,6,6
143,191,6,5
191,143,6,5
171,475,6,5
475,171,6,5
176,200,6,5
200,176,6,5
202,305,6,6
305,202,6,6
211,315,6,6
315,211,6,6
213,356,6,5
356,213,6,5
220,387,6,5
387,220,6,5
228,385,6,6
385,228,6,6
229,263,6,6
263,229,6,6
245,343,6,6
343,245,6,6
270,352,6,6
352,270,6,6
272,485,6,5
485,272,6,5
281,366,6,6
366,281,6,6
281,420,6,6
420,281,6,6
301,350,6,6
350,301,6,6
364,407,6,6
407,364,6,6
0,117,7,6
117,0,7,6
6,34,7,7
34,6,7,7
10,57,7,6
57,10,7,6
11,405,7,7
405,11,7,7
19,401,7,5
