500,1472
fromId,toId,d,c1
37,344,1,1
344,37,1,1
180,430,1,1
430,180,1,1
261,402,1,1
402,261,1,1
2,375,2,2
375,2,2,2
25,395,2,2
395,25,2,2
64,75,2,2
75,64,2,2
154,361,2,2
361,154,2,2
304,364,2,2
364,304,2,2
345,367,2,2
367,345,2,2
388,470,2,1
470,388,2,1
31,244,3,2
244,31,3,2
40,360,3,3
360,40,3,3
61,462,3,2
462,61,3,2
82,451,3,2
451,82,3,2
93,253,3,2
253,93,3,2
123,380,3,2
380,123,3,2
139,365,3,2
365,139,3,2
152,193,3,2
193,152,3,2
160,404,3,2
404,160,3,2
168,310,3,2
310,168,3,2
175,183,3,3
183,175,3,3
248,412,3,2
412,248,3,2
310,455,3,2
455,310,3,2
3,200,4,4
200,3,4,4
9,430,4,4
430,9,4,4
27,206,4,4
206,27,4,4
35,142,4,3
142,35,4,3
56,102,4,4
102,56,4,4
57,188,4,3
188,57,4,3
60,260,4,3
260,60,4,3
68,300,4,4
300,68,4,4
107,250,4,3
250,107,4,3
120,447,4,3
447,120,4,3
123,178,4,3
178,123,4,3
125,458,4,3
458,125,4,3
127,267,4,4
267,127,4,4
136,413,4,3
413,136,4,3
233,406,4,4
406,233,4,4
258,305,4,4
305,258,4,4
268,422,4,3
422,268,4,3
320,498,4,3
498,320,4,3
480,483,4,3
483,480,4,3
5,101,5,5
101,5,5,5
12,163,5,5
163,12,5,5
19,106,5,5
106,19,5,5
47,209,5,4
209,47,5,4
50,471,5,4
471,50,5,4
55,133,5,4
133,55,5,4
61,489,5,5
489,61,5,5
92,274,5,4
274,92,5,4
117,450,5,5
450,117,5,5
134,400,5,4
400,134,5,4
143,377,5,5
377,143,5,5
148,426,5,5
426,148,5,5
162,410,5,4
410,162,5,4
170,347,5,4
347,170,5,4
207,265,5,6
265,207,5,6
227,291,5,4
291,227,5,4
237,325,5,4
325,237,5,4
247,427,5,5
427,247,5,5
248,426,5,4
426,248,5,4
258,479,5,5
479,258,5,5
272,381,5,4
381,272,5,4
279,299,5,6
299,279,5,6
286,306,5,5
306,286,5,5
13,270,6,6
