500,1478
fromId,toId,d,c1
32,422,1,1
422,32,1,1
222,396,1,1
396,222,1,1
75,123,2,2
123,75,2,2
144,293,2,2
293,144,2,2
153,378,2,1
378,153,2,1
241,264,2,1
264,241,2,1
327,460,2,1
460,327,2,1
352,416,2,2
416,352,2,2
27,428,3,3
428,27,3,3
32,228,3,3
228,32,3,3
38,153,3,2
153,38,3,2
44,118,3,2
118,44,3,2
51,188,3,2
188,51,3,2
96,448,3,3
448,96,3,3
156,429,3,3
429,156,3,3
202,313,3,3
313,202,3,3
309,362,3,3
362,309,3,3
35,441,4,4
441,35,4,4
63,478,4,4
478,63,4,4
66,300,4,4
300,66,4,4
75,128,4,3
128,75,4,3
76,364,4,4
364,76,4,4
95,241,4,3
241,95,4,3
106,392,4,4
392,106,4,4
116,381,4,3
381,116,4,3
131,431,4,3
431,131,4,3
206,300,4,4
300,206,4,4
235,273,4,3
273,235,4,3
281,490,4,4
490,281,4,4
289,453,4,4
453,289,4,4
467,471,4,3
471,467,4,3
20,210,5,4
210,20,5,4
26,393,5,5
393,26,5,5
30,64,5,5
64,30,5,5
47,225,5,4
225,47,5,4
53,213,5,4
213,53,5,4
55,461,5,4
461,55,5,4
56,376,5,4
376,56,5,4
59,478,5,5
478,59,5,5
78,384,5,5
384,78,5,5
79,97,5,4
97,79,5,4
79,436,5,4
436,79,5,4
107,344,5,4
344,107,5,4
134,486,5,5
486,134,5,5
164,482,5,4
482,164,5,4
176,473,5,5
473,176,5,5
192,252,5,5
252,192,5,5
193,353,5,4
353,193,5,4
225,393,5,5
393,225,5,5
232,415,5,5
415,232,5,5
234,339,5,5
339,234,5,5
337,445,5,5
445,337,5,5
395,464,5,4
464,395,5,4
424,468,5,4
468,424,5,4
12,310,6,6
310,12,6,6
16,160,6,5
160,16,6,5
26,261,6,5
261,26,6,5
32,205,6,6
205,32,6,6
33,105,6,6
105,33,6,6
35,400,6,5
400,35,6,5
47,261,6,5
261,47,6,5
72,376,6,6
376,72,6,6
76,386,6,6
386,76,6,6
81,487,6,5
487,81,6,5
101,175,6,6
175,101,6,6
139,253,6,6
253,139,6,6
148,335,6,5
335,148,6,5
153,313,6,6
313,153,6,6
183,289,6,6
289,183,6,6
227,467,6,5
467,227,6,5
246,419,6,5
419,246,6,5
257,390,6,6
390,257,6,6
273,277,6,6
277,273,6,6
283,298,6,6
298,283,6,6
327,454,6,6
454,327,6,6
343,473,6,5
473,343,6,5
6,323,7,6
323,6,7,6
21,401,7,7
401,21,7,7
21,444,7,8
444,21,7,8
22,126,7,5
126,22,7,5
30,280,7,7
280,30,7,7
61,405,7,8
405,61,7,8
69,75,7,6
75,69,7,6
74,319,7,5
319,74,7,5
83,377,7,6
377,83,7,6
85,218,7,6
218,85,7,6
135,175,7,7
175,135,7,7
142,411,7,6
411,142,7,6
162,341,7,6
341,162,7,6
165,402,7,6
402,165,7,6
167,417,7,7
417,167,7,7
171,266,7,7
266,171,7,7
187,450,7,7
450,187,7,7
233,371,7,6
371,233,7,6
277,480,7,7
480,277,7,7
297,305,7,6
305,297,7,6
320,474,7,6
474,320,7,6
343,425,7,6
425,343,7,6
344,354,7,7
354,344,7,7
389,435,7,7
435,389,7,7
471,474,7,7
474,471,7,7
2,3,8,7
3,2,8,7
8,487,8,6
487,8,8,6
17,472,8,7
472,17,8,7
29,470,8,8
470,29,8,8
31,65,8,6
65,31,8,6
34,351,8,8
351,34,8,8
50,147,8,8
147,50,8,8
82,159,8,7
159,82,8,7
83,439,8,7
439,83,8,7
87,270,8,6
270,87,8,6
128,338,8,8
338,128,8,8
140,306,8,8
306,140,8,8
158,359,8,8
359,158,8,8
169,231,8,8
231,169,8,8
175,278,8,7
278,175,8,7
182,199,8,7
199,182,8,7
188,489,8,6
489,188,8,6
189,477,8,6
477,189,8,6
194,387,8,7
387,194,8,7
208,253,8,7
253,208,8,7
210,429,8,6
429,210,8,6
217,349,8,7
349,217,8,7
