500,1466
fromId,toId,d,c1
86,446,1,1
446,86,1,1
201,455,1,1
455,201,1,1
227,366,1,1
366,227,1,1
369,486,1,1
486,369,1,1
88,199,2,2
199,88,2,2
225,415,2,1
415,225,2,1
270,271,2,2
271,270,2,2
314,473,2,2
473,314,2,2
359,499,2,1
499,359,2,1
7,496,3,2
496,7,3,2
27,286,3,3
286,27,3,3
47,107,3,3
107,47,3,3
61,78,3,3
78,61,3,3
83,395,3,2
395,83,3,2
90,422,3,2
422,90,3,2
109,273,3,3
273,109,3,3
126,166,3,2
166,126,3,2
146,264,3,3
264,146,3,3
149,328,3,2
328,149,3,2
205,305,3,2
305,205,3,2
230,455,3,2
455,230,3,2
383,479,3,2
479,383,3,2
1,15,4,3
15,1,4,3
23,442,4,3
442,23,4,3
62,196,4,3
196,62,4,3
70,160,4,4
160,70,4,4
75,375,4,4
375,75,4,4
210,444,4,3
444,210,4,3
268,390,4,4
390,268,4,4
309,333,4,3
333,309,4,3
337,350,4,3
350,337,4,3
32,299,5,4
299,32,5,4
48,88,5,6
88,48,5,6
58,342,5,5
342,58,5,5
61,334,5,5
334,61,5,5
84,381,5,5
381,84,5,5
95,364,5,4
364,95,5,4
158,176,5,4
176,158,5,4
162,364,5,5
364,162,5,5
175,387,5,5
387,175,5,5
186,209,5,5
209,186,5,5
224,274,5,5
274,224,5,5
235,445,5,4
445,235,5,4
273,441,5,5
441,273,5,5
351,413,5,5
413,351,5,5
357,462,5,4
462,357,5,4
386,410,5,5
410,386,5,5
8,152,6,6
152,8,6,6
30,34,6,6
34,30,6,6
35,92,6,6
92,35,6,6
37,257,6,6
257,37,6,6
50,263,6,6
263,50,6,6
62,174,6,7
174,62,6,7
67,324,6,4
324,67,6,4
76,87,6,5
87,76,6,5
91,304,6,6
304,91,6,6
92,316,6,5
316,92,6,5
101,290,6,5
290,101,6,5
108,353,6,5
353,108,6,5
118,180,6,5
180,118,6,5
130,369,6,6
369,130,6,6
158,186,6,6
186,158,6,6
169,290,6,5
290,169,6,5
171,209,6,6
209,171,6,6
181,262,6,7
262,181,6,7
200,307,6,6
307,200,6,6
203,232,6,6
232,203,6,6
213,461,6,6
461,213,6,6
239,332,6,6
332,239,6,6
254,429,6,6
429,254,6,6
256,450,6,4
450,256,6,4
297,493,6,5
493,297,6,5
298,481,6,6
481,298,6,6
305,436,6,4
436,305,6,4
355,424,6,5
424,355,6,5
384,451,6,5
451,384,6,5
456,474,6,5
474,456,6,5
0,278,7,6
278,0,7,6
10,73,7,7
73,10,7,7
49,334,7,6
334,49,7,6
58,308,7,6
308,58,7,6
63,399,7,7
399,63,7,7
66,458,7,7
458,66,7,7
68,418,7,6
418,68,7,6
72,365,7,7
365,72,7,7
88,414,7,5
414,88,7,5
94,260,7,8
260,94,7,8
99,255,7,7
255,99,7,7
114,209,7,7
209,114,7,7
121,139,7,6
139,121,7,6
135,491,7,5
491,135,7,5
139,192,7,6
192,139,7,6
148,412,7,7
412,148,7,7
170,372,7,7
372,170,7,7
181,241,7,7
241,181,7,7
191,426,7,7
426,191,7,7
219,464,7,7
464,219,7,7
225,484,7,6
484,225,7,6
231,420,7,7
420,231,7,7
235,470,7,6
470,235,7,6
241,286,7,7
286,241,7,7
244,271,7,7
271,244,7,7
244,450,7,6
450,244,7,6
245,278,7,6
278,245,7,6
298,373,7,6
373,298,7,6
302,346,7,8
346,302,7,8
373,377,7,7
377,373,7,7
405,488,7,7
488,405,7,7
433,444,7,7
444,433,7,7
463,494,7,7
494,463,7,7
0,235,8,7
235,0,8,7
8,331,8,6
331,8,8,6
15,104,8,7
104,15,8,7
19,112,8,7
112,19,8,7
25,127,8,8
127,25,8,8
32,425,8,7
425,32,8,7
41,288,8,7
288,41,8,7
46,145,8,7
145,46,8,7
55,430,8,9
430,55,8,9
61,107,8,7
107,61,8,7
65,73,8,8
73,65,8,8
67,212,8,7
212,67,8,7
68,112,8,7
112,68,8,7
74,396,8,8
396,74,8,8
77,329,8,9
329,77,8,9
91,288,8,9
288,91,8,9
103,125,8,6
125,103,8,6
117,453,8,7
453,117,8,7
119,130,8,8
130,119,8,8
122,285,8,7
285,122,8,7
137,454,8,7
454,137,8,7
141,197,8,8
197,141,8,8
145,485,8,9
485,145,8,9
148,204,8,7
204,148,8,7
159,307,8,8
307,159,8,8
348,423,8,7
423,348,8,7
353,492,8,7
492,353,8,7
360,435,8,7
435,360,8,7
400,480,8,8
480,400,8,8
418,420,8,6
420,418,8,6
431,443,8,8
443,431,8,8
438,456,8,7
456,438,8,7
4,157,9,8
157,4,9,8
6,258,9,8
258,6,9,8
14,256,9,9
256,14,9,9
50,114,9,9
114,50,9,9
54,372,9,8
372,54,9,8
57,206,9,9
206,57,9,9
76,150,9,8
150,76,9,8
85,376,9,8
376,85,9,8
92,103,9,8
103,92,9,8
99,412,9,9
412,99,9,9
104,179,9,9
179,104,9,9
105,357,9,8
357,105,9,8
143,354,9,9
354,143,9,9
146,441,9,7
441,146,9,7
158,171,9,8
171,158,9,8
159,258,9,9
258,159,9,9
161,310,9,9
310,161,9,9
179,216,9,9
