500,1488
fromId,toId,d,c1
23,36,1,1
36,23,1,1
141,252,1,1
252,141,1,1
205,382,1,1
382,205,1,1
100,169,2,1
169,100,2,1
358,492,2,1
492,358,2,1
490,493,2,1
493,490,2,1
2,231,3,3
231,2,3,3
13,294,3,2
294,13,3,2
18,122,3,2
122,18,3,2
49,237,3,3
237,49,3,3
55,396,3,3
396,55,3,3
61,415,3,2
415,61,3,2
88,449,3,2
449,88,3,2
92,261,3,2
261,92,3,2
113,366,3,2
366,113,3,2
124,371,3,2
371,124,3,2
139,246,3,2
246,139,3,2
142,469,3,3
469,142,3,3
216,252,3,3
252,216,3,3
282,448,3,3
448,282,3,3
1,64,4,2
64,1,4,2
9,108,4,4
108,9,4,4
28,355,4,4
355,28,4,4
30,281,4,4
281,30,4,4
56,242,4,3
242,56,4,3
60,315,4,4
315,60,4,4
61,335,4,3
335,61,4,3
67,144,4,3
144,67,4,3
90,331,4,3
331,90,4,3
108,449,4,4
449,108,4,4
129,384,4,3
384,129,4,3
149,453,4,4
453,149,4,4
192,406,4,3
406,192,4,3
220,450,4,3
450,220,4,3
221,274,4,4
274,221,4,4
240,385,4,4
385,240,4,4
254,335,4,3
335,254,4,3
257,316,4,4
316,257,4,4
277,337,4,4
337,277,4,4
12,322,5,4
322,12,5,4
42,404,5,3
404,42,5,3
47,341,5,5
341,47,5,5
75,483,5,4
483,75,5,4
93,337,5,5
337,93,5,5
95,194,5,5
194,95,5,5
112,373,5,4
373,112,5,4
120,328,5,4
328,120,5,4
146,285,5,4
285,146,5,4
147,164,5,4
164,147,5,4
147,298,5,4
298,147,5,4
166,247,5,5
247,166,5,5
198,349,5,5
349,198,5,5
211,479,5,6
479,211,5,6
244,472,5,4
472,244,5,4
267,495,5,4
495,267,5,4
284,495,5,4
495,284,5,4
296,321,5,4
321,296,5,4
308,443,5,5
443,308,5,5
309,436,5,5
436,309,5,5
377,425,5,5
425,377,5,5
395,463,5,5
463,395,5,5
454,473,5,4
473,454,5,4
474,487,5,4
487,474,5,4
3,414,6,6
414,3,6,6
34,220,6,6
220,34,6,6
68,338,6,6
338,68,6,6
95,255,6,6
255,95,6,6
110,219,6,6
219,110,6,6
141,223,6,6
223,141,6,6
171,208,6,5
208,171,6,5
183,351,6,6
351,183,6,6
185,390,6,6
390,185,6,6
195,232,6,5
232,195,6,5
215,286,6,5
286,215,6,5
235,313,6,5
313,235,6,5
251,468,6,5
468,251,6,5
274,347,6,6
347,274,6,6
285,306,6,6
306,285,6,6
304,313,6,7
313,304,6,7
342,495,6,4
495,342,6,4
463,465,6,5
465,463,6,5
36,107,7,6
107,36,7,6
45,323,7,6
323,45,7,6
46,353,7,7
353,46,7,7
50,87,7,7
87,50,7,7
59,356,7,6
356,59,7,6
66,170,7,7
170,66,7,7
