250,732
fromId,toId,d,u1
20,104,1,2
104,20,1,2
88,103,1,1
103,88,1,1
6,120,2,3
120,6,2,3
96,189,2,1
189,96,2,1
102,184,2,4
184,102,2,4
105,200,2,4
200,105,2,4
180,213,2,3
213,180,2,3
31,223,3,2
223,31,3,2
72,183,3,2
183,72,3,2
90,240,3,6
240,90,3,6
124,151,3,4
151,124,3,4
145,200,3,6
200,145,3,6
14,149,4,2
149,14,4,2
80,172,4,5
172,80,4,5
5,169,5,6
169,5,5,6
29,248,5,8
248,29,5,8
41,99,5,4
99,41,5,4
44,53,5,6
53,44,5,6
61,63,5,6
63,61,5,6
92,234,5,9
234,92,5,9
94,215,5,10
215,94,5,10
240,242,5,6
242,240,5,6
2,147,6,5
147,2,6,5
7,56,6,5
56,7,6,5
8,202,6,9
202,8,6,9
9,80,6,1
80,9,6,1
43,173,6,8
173,43,6,8
59,67,6,11
67,59,6,11
70,107,6,6
107,70,6,6
75,145,6,4
145,75,6,4
87,95,6,8
95,87,6,8
97,141,6,3
141,97,6,3
121,125,6,2
125,121,6,2
121,151,6,10
151,121,6,10
123,156,6,7
156,123,6,7
147,177,6,10
177,147,6,10
150,188,6,6
188,150,6,6
222,247,6,1
247,222,6,1
1,228,7,2
228,1,7,2
12,186,7,8
186,12,7,8
22,217,7,14
217,22,7,14
32,205,7,14
205,32,7,14
36,179,7,14
179,36,7,14
52,217,7,6
217,52,7,6
57,86,7,7
86,57,7,7
73,237,7,8
237,73,7,8
79,199,7,14
199,79,7,14
85,241,7,1
241,85,7,1
126,227,7,8
227,126,7,8
132,231,7,2
231,132,7,2
209,211,7,4
211,209,7,4
11,208,8,1
208,11,8,1
14,243,8,14
243,14,8,14
24,111,8,16
111,24,8,16
38,155,8,9
155,38,8,9
57,85,8,8
85,57,8,8
57,127,8,9
127,57,8,9
58,198,8,6
198,58,8,6
64,116,8,15
116,64,8,15
70,160,8,8
160,70,8,8
100,124,8,6
124,100,8,6
111,226,8,9
226,111,8,9
126,210,8,10
210,126,8,10
134,232,8,2
232,134,8,2
187,233,8,6
