250,722
fromId,toId,d,u1
68,160,1,1
160,68,1,1
92,161,1,1
161,92,1,1
139,237,2,3
237,139,2,3
146,223,2,1
223,146,2,1
216,245,2,4
245,216,2,4
115,227,3,3
227,115,3,3
26,184,4,4
184,26,4,4
53,116,4,6
116,53,4,6
81,149,4,3
149,81,4,3
127,187,4,3
187,127,4,3
140,238,4,5
238,140,4,5
174,210,4,1
210,174,4,1
183,248,4,6
248,183,4,6
0,209,5,9
209,0,5,9
2,95,5,10
95,2,5,10
46,231,5,1
231,46,5,1
50,117,5,6
117,50,5,6
61,110,5,8
110,61,5,8
71,108,5,2
108,71,5,2
81,99,5,5
99,81,5,5
86,169,5,3
169,86,5,3
89,175,5,9
175,89,5,9
116,220,5,8
220,116,5,8
139,182,5,4
182,139,5,4
8,23,6,1
23,8,6,1
9,107,6,12
107,9,6,12
17,62,6,11
62,17,6,11
20,215,6,1
215,20,6,1
21,102,6,9
102,21,6,9
54,96,6,10
96,54,6,10
63,149,6,11
149,63,6,11
65,195,6,4
195,65,6,4
73,217,6,5
217,73,6,5
95,111,6,9
111,95,6,9
113,189,6,11
189,113,6,11
124,148,6,9
148,124,6,9
130,203,6,6
203,130,6,6
134,138,6,11
138,134,6,11
167,169,6,9
169,167,6,9
3,24,7,1
24,3,7,1
8,242,7,5
242,8,7,5
17,47,7,11
47,17,7,11
52,80,7,2
80,52,7,2
61,68,7,7
68,61,7,7
129,152,7,1
152,129,7,1
132,221,7,4
221,132,7,4
135,195,7,6
195,135,7,6
164,226,7,8
226,164,7,8
168,199,7,1
199,168,7,1
200,225,7,12
225,200,7,12
8,121,8,5
121,8,8,5
16,176,8,5
176,16,8,5
16,244,8,9
244,16,8,9
67,98,8,3
98,67,8,3
85,94,8,6
94,85,8,6
104,215,8,10
215,104,8,10
119,187,8,3
187,119,8,3
119,229,8,13
229,119,8,13
157,186,8,16
186,157,8,16
178,211,8,6
211,178,8,6
233,236,8,13
236,233,8,13
4,165,9,3
165,4,9,3
4,178,9,18
178,4,9,18
11,13,9,8
13,11,9,8
14,25,9,2
25,14,9,2
14,41,9,5
41,14,9,5
15,29,9,4
29,15,9,4
26,115,9,2
115,26,9,2
59,79,9,12
79,59,9,12
78,143,9,10
143,78,9,10
83,236,9,4
236,83,9,4
90,175,9,7
175,90,9,7
107,196,9,5
196,107,9,5
122,185,9,7
185,122,9,7
134,243,9,10
243,134,9,10
136,225,9,1
225,136,9,1
140,219,9,15
219,140,9,15
150,228,9,12
228,150,9,12
162,249,9,13
249,162,9,13
194,241,9,3
241,194,9,3
10,185,10,6
185,10,10,6
19,235,10,5
235,19,10,5
34,229,10,14
229,34,10,14
36,141,10,18
141,36,10,18
38,87,10,12
87,38,10,12
48,129,10,17
129,48,10,17
77,143,10,14
143,77,10,14
83,105,10,13
105,83,10,13
92,240,10,12
240,92,10,12
123,200,10,4
200,123,10,4
131,171,10,12
171,131,10,12
214,217,10,17
217,214,10,17
226,230,10,13
230,226,10,13
7,113,11,4
113,7,11,4
9,126,11,13
126,9,11,13
11,66,11,7
66,11,11,7
12,60,11,17
60,12,11,17
20,160,11,9
160,20,11,9
21,152,11,17
152,21,11,17
30,83,11,12
83,30,11,12
34,224,11,1
224,34,11,1
35,154,11,11
154,35,11,11
45,70,11,12
70,45,11,12
58,213,11,5
213,58,11,5
69,118,11,5
118,69,11,5
73,211,11,15
211,73,11,15
82,156,11,12
156,82,11,12
86,204,11,18
204,86,11,18
89,177,11,9
177,89,11,9
97,133,11,17
133,97,11,17
111,142,11,7
142,111,11,7
145,235,11,11
235,145,11,11
149,219,11,19
219,149,11,19
158,208,11,21
208,158,11,21
198,249,11,6
249,198,11,6
206,232,11,20
232,206,11,20
1,180,12,16
180,1,12,16
4,73,12,16
73,4,12,16
24,57,12,8
57,24,12,8
37,232,12,7
232,37,12,7
39,141,12,6
141,39,12,6
41,47,12,4
47,41,12,4
55,79,12,2
79,55,12,2
73,136,12,10
136,73,12,10
104,186,12,20
186,104,12,20
118,193,12,7
193,118,12,7
137,153,12,14
153,137,12,14
163,198,12,16
198,163,12,16
188,234,12,17
234,188,12,17
12,74,13,25
74,12,13,25
18,24,13,19
24,18,13,19
22,115,13,16
115,22,13,16
25,88,13,12
88,25,13,12
32,77,13,19
77,32,13,19
37,84,13,3
84,37,13,3
55,205,13,20
205,55,13,20
56,181,13,2
181,56,13,2
71,249,13,13
249,71,13,13
72,94,13,19
94,72,13,19
95,220,13,16
220,95,13,16
112,154,13,18
154,112,13,18
144,239,13,1
239,144,13,1
150,178,13,22
178,150,13,22
154,174,13,25
174,154,13,25
188,192,13,10
192,188,13,10
5,208,14,11
208,5,14,11
19,231,14,11
231,19,14,11
32,36,14,4
36,32,14,4
51,76,14,24
76,51,14,24
58,84,14,28
84,58,14,28
63,179,14,28
179,63,14,28
64,171,14,6
171,64,14,6
79,212,14,23
212,79,14,23
91,155,14,26
155,91,14,26
93,102,14,12
102,93,14,12
109,248,14,14
248,109,14,14
145,147,14,8
147,145,14,8
164,188,14,11
188,164,14,11
205,212,14,7
212,205,14,7
4,200,15,27
200,4,15,27
11,101,15,25
101,11,15,25
28,35,15,16
35,28,15,16
37,196,15,14
196,37,15,14
