250,732
fromId,toId,d,u1
16,35,1,1
35,16,1,1
46,222,1,2
222,46,1,2
12,212,2,2
212,12,2,2
55,124,2,3
124,55,2,3
55,239,2,3
239,55,2,3
62,95,2,2
95,62,2,2
99,124,2,1
124,99,2,1
22,170,3,6
170,22,3,6
27,122,3,1
122,27,3,1
37,57,3,3
57,37,3,3
41,99,3,4
99,41,3,4
9,93,4,3
93,9,4,3
14,50,4,1
50,14,4,1
21,156,4,5
156,21,4,5
32,47,4,1
47,32,4,1
83,200,4,8
200,83,4,8
83,236,4,2
236,83,4,2
159,193,4,5
193,159,4,5
198,230,4,3
230,198,4,3
4,65,5,7
65,4,5,7
40,167,5,5
167,40,5,5
51,226,5,5
226,51,5,5
98,104,5,1
104,98,5,1
101,187,5,3
187,101,5,3
111,191,5,2
191,111,5,2
149,227,5,3
227,149,5,3
201,234,5,1
234,201,5,1
32,108,6,3
108,32,6,3
38,175,6,2
175,38,6,2
74,166,6,12
166,74,6,12
81,132,6,6
132,81,6,6
84,148,6,11
148,84,6,11
135,171,6,2
171,135,6,2
158,245,6,12
245,158,6,12
0,91,7,12
91,0,7,12
2,56,7,7
56,2,7,7
10,13,7,4
13,10,7,4
21,215,7,6
215,21,7,6
48,82,7,3
82,48,7,3
52,78,7,12
78,52,7,12
61,142,7,8
142,61,7,8
88,214,7,6
214,88,7,6
104,117,7,11
117,104,7,11
125,186,7,8
186,125,7,8
177,208,7,14
208,177,7,14
182,184,7,4
184,182,7,4
202,215,7,7
215,202,7,7
3,183,8,1
183,3,8,1
18,120,8,1
120,18,8,1
22,217,8,10
217,22,8,10
25,218,8,2
218,25,8,2
48,245,8,4
245,48,8,4
70,177,8,13
177,70,8,13
89,222,8,11
222,89,8,11
96,143,8,4
143,96,8,4
102,196,8,15
196,102,8,15
128,165,8,3
165,128,8,3
128,209,8,3
209,128,8,3
149,242,8,7
242,149,8,7
208,225,8,16
225,208,8,16
7,19,9,1
19,7,9,1
7,181,9,17
181,7,9,17
12,54,9,15
54,12,9,15
17,90,9,8
90,17,9,8
26,138,9,13
138,26,9,13
45,49,9,1
49,45,9,1
49,241,9,14
241,49,9,14
55,228,9,7
228,55,9,7
59,204,9,12
204,59,9,12
62,182,9,6
182,62,9,6
63,176,9,12
176,63,9,12
68,75,9,11
75,68,9,11
71,191,9,4
191,71,9,4
81,92,9,7
92,81,9,7
89,204,9,8
204,89,9,8
90,206,9,8
206,90,9,8
95,173,9,9
173,95,9,9
119,227,9,17
227,119,9,17
143,169,9,12
169,143,9,12
158,213,9,15
213,158,9,15
17,137,10,1
137,17,10,1
23,189,10,8
189,23,10,8
24,141,10,20
141,24,10,20
28,76,10,9
76,28,10,9
35,180,10,16
180,35,10,16
43,137,10,8
137,43,10,8
60,133,10,19
133,60,10,19
60,248,10,16
248,60,10,16
64,92,10,12
92,64,10,12
64,247,10,4
247,64,10,4
103,192,10,15
192,103,10,15
107,194,10,9
194,107,10,9
115,246,10,6
246,115,10,6
118,157,10,3
157,118,10,3
126,231,10,7
231,126,10,7
148,151,10,19
151,148,10,19
161,247,10,1
247,161,10,1
171,235,10,11
235,171,10,11
172,202,10,8
202,172,10,8
185,196,10,15
196,185,10,15
187,235,10,13
235,187,10,13
1,70,11,7
70,1,11,7
1,205,11,4
205,1,11,4
10,242,11,12
242,10,11,12
28,91,11,8
91,28,11,8
30,238,11,9
238,30,11,9
33,75,11,8
75,33,11,8
36,93,11,11
93,36,11,11
60,213,11,16
213,60,11,16
94,143,11,1
143,94,11,1
107,249,11,5
249,107,11,5
113,194,11,17
194,113,11,17
116,152,11,5
152,116,11,5
119,140,11,12
140,119,11,12
125,165,11,12
165,125,11,12
151,172,11,8
172,151,11,8
162,205,11,2
205,162,11,2
228,229,11,9
229,228,11,9
20,145,12,20
145,20,12,20
29,169,12,4
169,29,12,4
31,155,12,13
155,31,12,13
39,144,12,7
144,39,12,7
47,176,12,10
176,47,12,10
63,154,12,17
154,63,12,17
82,105,12,20
105,82,12,20
94,100,12,18
100,94,12,18
135,187,12,18
187,135,12,18
146,204,12,18
204,146,12,18
190,195,12,12
195,190,12,12
211,231,12,21
231,211,12,21
3,137,13,21
137,3,13,21
5,19,13,14
19,5,13,14
14,24,13,21
24,14,13,21
15,244,13,6
244,15,13,6
20,210,13,20
210,20,13,20
25,246,13,23
246,25,13,23
33,206,13,18
206,33,13,18
42,221,13,23
221,42,13,23
101,206,13,16
206,101,13,16
109,224,13,10
224,109,13,10
127,162,13,1
162,127,13,1
128,156,13,26
156,128,13,26
129,243,13,12
243,129,13,12
138,249,13,7
249,138,13,7
152,175,13,26
175,152,13,26
195,243,13,1
243,195,13,1
5,106,14,14
106,5,14,14
8,131,14,9
131,8,14,9
14,195,14,8
195,14,14,8
18,199,14,2
199,18,14,2
29,192,14,7
192,29,14,7
38,219,14,17
219,38,14,17
41,229,14,11
229,41,14,11
43,183,14,8
183,43,14,8
61,200,14,1
200,61,14,1
67,82,14,27
82,67,14,27
69,220,14,19
220,69,14,19
77,230,14,4
230,77,14,4
80,230,14,1
230,80,14,1
113,183,14,12
183,113,14,12
129,142,14,16
142,129,14,16
132,247,14,11
247,132,14,11
207,224,14,17
224,207,14,17
2,235,15,21
235,2,15,21
26,116,15,25
116,26,15,25
27,184,15,1
184,27,15,1
38,244,15,7
244,38,15,7
43,53,15,7
53,43,15,7
53,236,15,30
236,53,15,30
84,166,15,17
166,84,15,17
108,139,15,15
139,108,15,15
108,170,15,27
170,108,15,27
112,148,15,8
148,112,15,8
114,237,15,19
237,114,15,19
159,231,15,17
231,159,15,17
164,241,15,16
241,164,15,16
183,221,15,23
221,183,15,23
203,232,15,15
232,203,15,15
0,132,16,12
132,0,16,12
2,160,16,31
160,2,16,31
11,67,16,3
67,11,16,3
15,219,16,10
219,15,16,10
18,232,16,23
232,18,16,23
25,86,16,4
86,25,16,4
44,153,16,22
153,44,16,22
57,109,16,20
109,57,16,20
58,121,16,15
121,58,16,15
72,131,16,9
131,72,16,9
85,94,16,14
94,85,16,14
85,169,16,20
169,85,16,20
96,233,16,14
233,96,16,14
103,121,16,15
121,103,16,15
115,218,16,22
218,115,16,22
123,130,16,1
130,123,16,1
126,145,16,17
145,126,16,17
174,232,16,24
232,174,16,24
178,179,16,10
179,178,16,10
6,72,17,8
72,6,17,8
15,147,17,21
147,15,17,21
22,100,17,26
100,22,17,26
29,180,17,4
180,29,17,4
34,141,17,4
141,34,17,4
63,197,17,34
197,63,17,34
70,136,17,31
136,70,17,31
74,167,17,1
167,74,17,1
97,207,17,23
207,97,17,23
105,216,17,13
216,105,17,13
106,133,17,20
133,106,17,20
106,190,17,20
190,106,17,20
114,129,17,30
129,114,17,30
130,220,17,26
220,130,17,26
136,233,17,13
233,136,17,13
178,186,17,1
186,178,17,1
180,188,17,29
188,180,17,29
198,215,17,6
215,198,17,6
10,134,18,30
134,10,18,30
17,160,18,18
160,17,18,18
36,189,18,29
189,36,18,29
37,100,18,27
100,37,18,27
42,86,18,13
86,42,18,13
64,87,18,13
87,64,18,13
78,164,18,18
164,78,18,18
103,180,18,17
180,103,18,17
122,219,18,15
219,122,18,15
5,168,19,38
168,5,19,38
31,39,19,34
39,31,19,34
51,203,19,32
203,51,19,32
62,122,19,37
122,62,19,37
87,171,19,1
171,87,19,1
140,181,19,8
181,140,19,8
192,233,19,25
233,192,19,25
231,239,19,3
239,231,19,3
8,110,20,36
110,8,20,36
9,193,20,15
193,9,20,15
9,199,20,2
199,9,20,2
24,190,20,18
190,24,20,18
72,118,20,39
118,72,20,39
73,149,20,2
149,73,20,2
76,163,20,15
163,76,20,15
88,110,20,36
110,88,20,36
89,134,20,23
134,89,20,23
97,185,20,29
185,97,20,29
163,234,20,29
234,163,20,29
174,226,20,40
226,174,20,40
245,248,20,14
248,245,20,14
1,233,21,38
233,1,21,38
4,150,21,36
150,4,21,36
27,209,21,29
209,27,21,29
38,209,21,31
209,38,21,31
50,229,21,3
229,50,21,3
56,80,21,6
80,56,21,6
77,161,21,4
161,77,21,4
79,211,21,37
211,79,21,37
85,197,21,38
197,85,21,38
112,161,21,38
161,112,21,38
112,202,21,31
202,112,21,31
139,217,21,16
217,139,21,16
142,236,21,10
236,142,21,10
177,210,21,12
210,177,21,12
7,243,22,32
243,7,22,32
34,51,22,36
51,34,22,36
45,78,22,29
78,45,22,29
52,73,22,43
73,52,22,43
69,189,22,10
189,69,22,10
79,117,22,16
117,79,22,16
83,221,22,44
221,83,22,44
140,146,22,38
146,140,22,38
148,167,22,42
167,148,22,42
165,172,22,27
172,165,22,27
211,228,22,21
228,211,22,21
216,238,22,4
238,216,22,4
31,223,23,22
223,31,23,22
57,217,23,43
217,57,23,43
66,68,23,12
68,66,23,12
88,234,23,10
234,88,23,10
7,142,24,38
142,7,24,38
11,44,24,10
44,11,24,10
19,190,24,37
190,19,24,37
20,205,24,9
205,20,24,9
31,246,24,40
246,31,24,40
34,60,24,26
60,34,24,26
40,118,24,9
118,40,24,9
42,200,24,10
200,42,24,10
49,240,24,3
240,49,24,3
59,153,24,14
153,59,24,14
121,188,24,31
188,121,24,31
131,157,24,18
157,131,24,18
151,178,24,22
178,151,24,22
12,147,25,2
147,12,25,2
71,74,25,10
74,71,25,10
79,145,25,11
145,79,25,11
102,225,25,33
225,102,25,33
117,127,25,48
127,117,25,48
197,201,25,9
201,197,25,9
11,158,26,19
158,11,26,19
16,201,26,28
201,16,26,28
20,23,26,46
23,20,26,46
