250,740
fromId,toId,d,c1
6,53,1,1
53,6,1,1
2,214,2,2
214,2,2,2
46,246,2,2
246,46,2,2
53,197,2,2
197,53,2,2
99,113,2,1
113,99,2,1
115,210,2,1
210,115,2,1
117,118,2,1
118,117,2,1
157,242,2,1
242,157,2,1
205,228,2,1
228,205,2,1
13,87,3,2
87,13,3,2
22,34,3,3
34,22,3,3
29,189,3,3
189,29,3,3
65,208,3,2
208,65,3,2
81,244,3,2
244,81,3,2
96,145,3,2
145,96,3,2
129,151,3,2
151,129,3,2
132,220,3,2
220,132,3,2
162,200,3,2
200,162,3,2
5,172,4,4
172,5,4,4
59,71,4,3
71,59,4,3
120,217,4,4
217,120,4,4
147,190,4,3
190,147,4,3
152,179,4,4
179,152,4,4
211,247,4,3
247,211,4,3
221,235,4,4
235,221,4,4
6,122,5,4
122,6,5,4
12,125,5,5
125,12,5,5
24,167,5,5
167,24,5,5
34,148,5,5
148,34,5,5
44,79,5,4
79,44,5,4
107,154,5,5
154,107,5,5
121,182,5,4
182,121,5,4
121,207,5,5
207,121,5,5
147,229,5,5
229,147,5,5
161,199,5,4
199,161,5,4
227,229,5,5
229,227,5,5
2,68,6,5
68,2,6,5
38,218,6,6
218,38,6,6
45,121,6,5
121,45,6,5
56,187,6,5
187,56,6,5
63,238,6,6
238,63,6,6
82,165,6,6
165,82,6,6
93,174,6,5
174,93,6,5
127,180,6,4
180,127,6,4
176,232,6,7
232,176,6,7
6,216,7,7
216,6,7,7
40,168,7,6
168,40,7,6
50,160,7,6
160,50,7,6
52,237,7,6
237,52,7,6
62,226,7,6
226,62,7,6
132,143,7,8
143,132,7,8
142,248,7,8
248,142,7,8
146,231,7,6
231,146,7,6
155,232,7,6
232,155,7,6
176,237,7,7
237,176,7,7
0,248,8,7
248,0,8,7
3,158,8,8
158,3,8,8
5,245,8,8
245,5,8,8
10,160,8,9
160,10,8,9
10,173,8,8
173,10,8,8
10,217,8,7
217,10,8,7
17,45,8,8
45,17,8,8
22,102,8,8
102,22,8,8
28,88,8,7
88,28,8,7
29,134,8,7
134,29,8,7
48,101,8,7
101,48,8,7
58,85,8,6
85,58,8,6
58,223,8,8
223,58,8,8
60,207,8,7
207,60,8,7
67,138,8,8
138,67,8,8
114,119,8,6
119,114,8,6
169,222,8,7
222,169,8,7
173,177,8,7
177,173,8,7
177,216,8,8
216,177,8,8
193,244,8,7
244,193,8,7
29,84,9,6
84,29,9,6
35,126,9,11
126,35,9,11
37,41,9,7
41,37,9,7
38,70,9,10
70,38,9,10
43,202,9,9
202,43,9,9
67,219,9,9
219,67,9,9
83,183,9,7
183,83,9,7
86,162,9,10
162,86,9,10
91,93,9,8
93,91,9,8
94,176,9,9
176,94,9,9
112,213,9,9
213,112,9,9
120,160,9,10
160,120,9,10
130,185,9,8
185,130,9,8
166,188,9,9
188,166,9,9
21,162,10,10
162,21,10,10
27,135,10,10
135,27,10,10
39,170,10,9
170,39,10,9
41,48,10,10
48,41,10,10
82,183,10,10
183,82,10,10
82,212,10,9
212,82,10,9
100,219,10,10
219,100,10,10
107,209,10,9
209,107,10,9
111,233,10,9
233,111,10,9
122,141,10,10
141,122,10,10
193,234,10,9
234,193,10,9
194,196,10,9
196,194,10,9
14,195,11,9
195,14,11,9
23,25,11,11
25,23,11,11
32,249,11,11
249,32,11,11
37,191,11,8
191,37,11,8
46,131,11,9
131,46,11,9
81,234,11,11
234,81,11,11
138,221,11,12
221,138,11,12
148,228,11,11
228,148,11,11
220,234,11,10
234,220,11,10
1,211,12,12
211,1,12,12
4,19,12,10
19,4,12,10
9,14,12,10
14,9,12,10
35,91,12,13
91,35,12,13
44,133,12,12
133,44,12,12
55,205,12,12
205,55,12,12
63,139,12,13
139,63,12,13
64,221,12,10
221,64,12,10
83,212,12,12
212,83,12,12
105,116,12,11
116,105,12,11
131,241,12,11
241,131,12,11
137,155,12,10
155,137,12,10
152,153,12,11
153,152,12,11
156,166,12,13
166,156,12,13
168,230,12,13
230,168,12,13
193,242,12,11
242,193,12,11
11,99,13,12
99,11,13,12
24,78,13,14
78,24,13,14
27,230,13,14
230,27,13,14
35,80,13,13
80,35,13,13
39,211,13,13
211,39,13,13
47,204,13,14
204,47,13,14
51,205,13,14
205,51,13,14
54,187,13,13
187,54,13,13
72,191,13,15
191,72,13,15
74,211,13,10
211,74,13,10
91,146,13,13
146,91,13,13
92,210,13,11
210,92,13,11
98,111,13,12
