250,728
fromId,toId,d,c1
33,213,1,1
213,33,1,1
43,208,1,1
208,43,1,1
94,197,1,1
197,94,1,1
69,90,2,1
90,69,2,1
98,145,2,1
145,98,2,1
139,141,2,1
141,139,2,1
143,214,2,1
214,143,2,1
30,33,3,3
33,30,3,3
35,176,3,2
176,35,3,2
64,220,3,2
220,64,3,2
80,228,3,2
228,80,3,2
90,103,3,2
103,90,3,2
106,180,3,3
180,106,3,3
127,204,3,2
204,127,3,2
188,241,3,3
241,188,3,3
13,171,4,3
171,13,4,3
41,116,4,3
116,41,4,3
57,101,4,3
101,57,4,3
70,88,4,4
88,70,4,4
74,208,4,4
208,74,4,4
99,118,4,4
118,99,4,4
109,165,4,3
165,109,4,3
112,232,4,3
232,112,4,3
123,229,4,3
229,123,4,3
133,177,4,4
177,133,4,4
203,240,4,4
240,203,4,4
29,159,5,5
159,29,5,5
34,170,5,4
170,34,5,4
36,90,5,3
90,36,5,3
38,129,5,4
129,38,5,4
68,173,5,4
173,68,5,4
111,196,5,5
196,111,5,5
145,150,5,5
150,145,5,5
146,244,5,5
244,146,5,5
155,200,5,5
200,155,5,5
200,211,5,5
211,200,5,5
13,71,6,6
71,13,6,6
23,187,6,6
187,23,6,6
25,48,6,6
48,25,6,6
32,163,6,6
163,32,6,6
39,183,6,5
183,39,6,5
43,156,6,4
156,43,6,4
52,194,6,5
194,52,6,5
105,192,6,6
192,105,6,6
127,212,6,6
212,127,6,6
177,184,6,6
184,177,6,6
192,201,6,5
201,192,6,5
3,49,7,5
49,3,7,5
4,113,7,6
113,4,7,6
18,115,7,7
115,18,7,7
22,179,7,7
179,22,7,7
31,172,7,5
172,31,7,5
46,151,7,7
151,46,7,7
52,185,7,7
185,52,7,7
70,104,7,4
104,70,7,4
83,238,7,6
238,83,7,6
89,186,7,6
186,89,7,6
95,99,7,7
99,95,7,7
95,132,7,6
132,95,7,6
117,181,7,7
181,117,7,7
125,155,7,7
155,125,7,7
131,224,7,7
224,131,7,7
3,234,8,6
234,3,8,6
18,236,8,6
236,18,8,6
19,54,8,7
54,19,8,7
20,228,8,8
228,20,8,8
21,109,8,5
109,21,8,5
51,148,8,8
148,51,8,8
55,234,8,8
234,55,8,8
76,147,8,6
147,76,8,6
78,94,8,6
94,78,8,6
82,131,8,8
131,82,8,8
114,142,8,7
142,114,8,7
119,175,8,7
175,119,8,7
127,218,8,7
218,127,8,7
136,236,8,7
236,136,8,7
138,202,8,9
