250,738
fromId,toId,d,c1
18,24,2,2
24,18,2,2
41,161,2,2
161,41,2,2
82,155,2,2
155,82,2,2
89,115,2,2
115,89,2,2
217,234,2,2
234,217,2,2
226,233,2,1
233,226,2,1
34,133,3,3
133,34,3,3
48,168,3,2
168,48,3,2
49,152,3,2
152,49,3,2
100,219,3,2
219,100,3,2
198,228,3,2
228,198,3,2
12,194,4,3
194,12,4,3
13,218,4,4
218,13,4,4
22,209,4,4
209,22,4,4
44,76,4,3
76,44,4,3
51,226,4,3
226,51,4,3
125,240,4,4
240,125,4,4
139,148,4,3
148,139,4,3
171,207,4,4
207,171,4,4
13,44,5,6
44,13,5,6
60,180,5,5
180,60,5,5
75,102,5,4
102,75,5,4
171,205,5,4
205,171,5,4
212,220,5,4
220,212,5,4
0,181,6,6
181,0,6,6
11,96,6,5
96,11,6,5
14,108,6,5
108,14,6,5
15,181,6,7
181,15,6,7
18,112,6,5
112,18,6,5
34,136,6,5
136,34,6,5
39,52,6,6
52,39,6,6
56,72,6,7
72,56,6,7
57,79,6,5
79,57,6,5
62,213,6,5
213,62,6,5
90,239,6,5
239,90,6,5
105,239,6,6
239,105,6,6
106,210,6,5
210,106,6,5
182,231,6,6
231,182,6,6
4,136,7,7
136,4,7,7
6,110,7,7
110,6,7,7
9,108,7,6
108,9,7,6
10,135,7,5
135,10,7,5
24,119,7,7
119,24,7,7
32,188,7,7
188,32,7,7
52,97,7,6
97,52,7,6
55,104,7,6
104,55,7,6
58,235,7,7
235,58,7,7
59,186,7,7
186,59,7,7
67,134,7,7
134,67,7,7
85,143,7,8
143,85,7,8
91,121,7,7
121,91,7,7
96,155,7,7
155,96,7,7
109,184,7,6
184,109,7,6
115,216,7,6
216,115,7,6
116,160,7,6
160,116,7,6
166,242,7,6
242,166,7,6
176,222,7,7
222,176,7,7
177,216,7,6
216,177,7,6
7,120,8,7
120,7,8,7
24,122,8,6
122,24,8,6
30,61,8,8
61,30,8,8
38,145,8,7
145,38,8,7
42,95,8,8
95,42,8,8
46,49,8,7
49,46,8,7
50,59,8,8
59,50,8,8
