250,726
fromId,toId,d,c1
106,127,1,1
127,106,1,1
128,202,1,1
202,128,1,1
27,37,2,2
37,27,2,2
43,44,2,2
44,43,2,2
8,207,3,2
207,8,3,2
23,219,3,2
219,23,3,2
136,236,3,2
236,136,3,2
175,239,3,3
239,175,3,3
21,119,4,4
119,21,4,4
40,164,4,4
164,40,4,4
109,226,4,3
226,109,4,3
117,120,4,3
120,117,4,3
168,236,4,3
236,168,4,3
178,210,4,3
210,178,4,3
181,233,4,4
233,181,4,4
4,71,5,4
71,4,5,4
6,212,5,5
212,6,5,5
36,79,5,4
79,36,5,4
37,84,5,4
84,37,5,4
51,54,5,5
54,51,5,5
62,188,5,4
188,62,5,4
63,128,5,5
128,63,5,5
77,100,5,5
100,77,5,5
109,187,5,4
187,109,5,4
123,135,5,5
135,123,5,5
158,233,5,4
233,158,5,4
0,171,6,5
171,0,6,5
26,39,6,5
39,26,6,5
26,72,6,6
72,26,6,6
39,222,6,6
222,39,6,6
60,197,6,5
197,60,6,5
129,241,6,5
241,129,6,5
137,180,6,6
180,137,6,6
140,154,6,6
154,140,6,6
155,201,6,5
201,155,6,5
159,216,6,5
216,159,6,5
183,196,6,5
196,183,6,5
209,245,6,6
245,209,6,6
3,149,7,7
149,3,7,7
6,27,7,6
27,6,7,6
30,49,7,5
49,30,7,5
45,198,7,7
198,45,7,7
45,212,7,7
212,45,7,7
48,107,7,6
107,48,7,6
51,178,7,5
178,51,7,5
83,143,7,7
143,83,7,7
92,146,7,6
146,92,7,6
93,230,7,7
230,93,7,7
110,162,7,7
162,110,7,7
110,240,7,6
240,110,7,6
125,182,7,7
182,125,7,7
155,199,7,7
199,155,7,7
177,200,7,6
200,177,7,6
179,198,7,7
198,179,7,7
15,108,8,6
108,15,8,6
16,152,8,8
152,16,8,8
22,68,8,6
68,22,8,6
24,211,8,7
211,24,8,7
28,102,8,7
102,28,8,7
36,91,8,7
91,36,8,7
49,98,8,8
98,49,8,8
58,143,8,6
143,58,8,6
73,150,8,9
150,73,8,9
74,188,8,7
188,74,8,7
78,220,8,8
220,78,8,8
99,249,8,8
249,99,8,8
116,141,8,7
141,116,8,7
135,177,8,7
177,135,8,7
192,204,8,7
