250,726
fromId,toId,d,c1
50,56,1,1
56,50,1,1
49,161,2,2
161,49,2,2
51,166,2,1
166,51,2,1
4,241,3,3
241,4,3,3
14,215,3,2
215,14,3,2
36,151,3,2
151,36,3,2
40,107,3,2
107,40,3,2
101,187,3,3
187,101,3,3
102,197,3,3
197,102,3,3
111,240,3,3
240,111,3,3
126,179,3,2
179,126,3,2
26,185,4,4
185,26,4,4
40,81,4,3
81,40,4,3
80,169,4,3
169,80,4,3
89,106,4,3
106,89,4,3
95,111,4,4
111,95,4,4
127,205,4,4
205,127,4,4
134,175,4,4
175,134,4,4
141,191,4,4
191,141,4,4
183,188,4,4
188,183,4,4
1,82,5,4
82,1,5,4
10,166,5,4
166,10,5,4
17,34,5,5
34,17,5,5
29,137,5,4
137,29,5,4
35,156,5,4
156,35,5,4
96,246,5,4
246,96,5,4
102,160,5,4
160,102,5,4
103,241,5,4
241,103,5,4
120,136,5,4
136,120,5,4
157,222,5,4
222,157,5,4
2,233,6,6
233,2,6,6
22,240,6,5
240,22,6,5
27,192,6,5
192,27,6,5
32,87,6,6
87,32,6,6
45,78,6,5
78,45,6,5
47,209,6,4
209,47,6,4
65,134,6,5
134,65,6,5
68,135,6,4
135,68,6,4
84,138,6,5
138,84,6,5
100,142,6,5
142,100,6,5
101,182,6,5
182,101,6,5
107,139,6,6
139,107,6,6
113,211,6,6
211,113,6,6
131,220,6,6
220,131,6,6
131,226,6,6
226,131,6,6
134,139,6,5
139,134,6,5
195,219,6,6
219,195,6,6
211,214,6,6
214,211,6,6
4,180,7,8
180,4,7,8
5,227,7,6
227,5,7,6
8,234,7,7
234,8,7,7
11,198,7,6
198,11,7,6
33,123,7,7
123,33,7,7
50,159,7,7
159,50,7,7
63,171,7,8
171,63,7,8
64,225,7,5
225,64,7,5
67,173,7,7
173,67,7,7
79,162,7,6
162,79,7,6
80,151,7,6
151,80,7,6
92,176,7,7
176,92,7,7
116,149,7,7
149,116,7,7
185,196,7,6
196,185,7,6
12,147,8,9
147,12,8,9
16,80,8,9
80,16,8,9
24,207,8,9
207,24,8,9
30,155,8,8
155,30,8,8
32,128,8,9
128,32,8,9
52,202,8,8
202,52,8,8
54,152,8,6
152,54,8,6
60,199,8,7
199,60,8,7
84,216,8,7
216,84,8,7
105,245,8,9
245,105,8,9
209,244,8,8
244,209,8,8
232,242,8,9
242,232,8,9
1,28,9,10
28,1,9,10
5,74,9,10
74,5,9,10
6,99,9,8
99,6,9,8
10,78,9,8
78,10,9,8
11,164,9,8
164,11,9,8
41,170,9,11
170,41,9,11
61,235,9,9
235,61,9,9
69,237,9,8
237,69,9,8
72,122,9,10
122,72,9,10
95,217,9,8
217,95,9,8
98,131,9,8
131,98,9,8
125,194,9,7
194,125,9,7
161,163,9,8
163,161,9,8
201,238,9,10
238,201,9,10
13,71,10,10
71,13,10,10
36,138,10,9
138,36,10,9
42,57,10,10
57,42,10,10
58,166,10,7
166,58,10,7
69,221,10,8
221,69,10,8
73,94,10,9
94,73,10,9
75,218,10,9
218,75,10,9
113,235,10,9
235,113,10,9
124,126,10,9
126,124,10,9
124,249,10,10
249,124,10,10
150,217,10,9
217,150,10,9
153,210,10,10
210,153,10,10
174,236,10,9
236,174,10,9
208,248,10,9
248,208,10,9
0,242,11,10
242,0,11,10
18,121,11,11
121,18,11,11
20,77,11,9
77,20,11,9
21,43,11,9
43,21,11,9
24,34,11,10
34,24,11,10
43,156,11,10
156,43,11,10
48,234,11,10
234,48,11,10
52,125,11,10
125,52,11,10
58,195,11,9
