250,730
fromId,toId,d,c1
2,114,2,1
114,2,2,1
5,98,2,2
98,5,2,2
13,63,2,2
63,13,2,2
24,173,2,1
173,24,2,1
64,87,2,2
87,64,2,2
120,233,2,1
233,120,2,1
5,148,3,2
148,5,3,2
33,96,3,2
96,33,3,2
37,167,3,3
167,37,3,3
109,212,3,3
212,109,3,3
138,243,3,2
243,138,3,2
146,193,3,2
193,146,3,2
147,191,3,3
191,147,3,3
174,190,3,2
190,174,3,2
19,30,4,2
30,19,4,2
36,43,4,3
43,36,4,3
114,153,4,4
153,114,4,4
148,171,4,4
171,148,4,4
152,228,4,3
228,152,4,3
201,204,4,4
204,201,4,4
12,116,5,4
116,12,5,4
34,237,5,4
237,34,5,4
50,227,5,5
227,50,5,5
60,181,5,4
181,60,5,4
71,73,5,4
73,71,5,4
79,183,5,4
183,79,5,4
121,226,5,5
226,121,5,5
150,188,5,5
188,150,5,5
178,202,5,5
202,178,5,5
4,217,6,4
217,4,6,4
10,155,6,6
155,10,6,6
26,56,6,5
56,26,6,5
36,147,6,5
147,36,6,5
46,67,6,6
67,46,6,6
73,161,6,6
161,73,6,6
75,178,6,6
178,75,6,6
82,219,6,6
219,82,6,6
88,140,6,5
140,88,6,5
92,214,6,6
214,92,6,6
141,192,6,5
192,141,6,5
154,172,6,6
172,154,6,6
176,209,6,6
209,176,6,6
195,237,6,5
237,195,6,5
11,146,7,6
146,11,7,6
27,166,7,7
166,27,7,7
29,212,7,7
212,29,7,7
30,84,7,7
84,30,7,7
31,71,7,6
71,31,7,6
35,234,7,7
234,35,7,7
36,135,7,6
135,36,7,6
54,133,7,7
133,54,7,7
106,220,7,6
220,106,7,6
112,143,7,6
143,112,7,6
113,198,7,7
198,113,7,7
114,188,7,6
188,114,7,6
142,156,7,7
156,142,7,7
150,153,7,7
153,150,7,7
151,232,7,7
232,151,7,7
160,218,7,5
218,160,7,5
4,9,8,8
9,4,8,8
6,76,8,7
76,6,8,7
14,60,8,7
60,14,8,7
15,85,8,7
85,15,8,7
25,222,8,8
222,25,8,8
51,107,8,8
107,51,8,8
67,194,8,8
194,67,8,8
74,238,8,8
238,74,8,8
126,162,8,9
162,126,8,9
132,165,8,6
165,132,8,6
161,244,8,8
244,161,8,8
162,174,8,8
174,162,8,8
235,245,8,7
245,235,8,7
6,127,9,10
127,6,9,10
17,219,9,8
219,17,9,8
23,240,9,8
240,23,9,8
34,156,9,9
156,34,9,9
45,149,9,8
149,45,9,8
58,229,9,7
229,58,9,7
107,230,9,9
230,107,9,9
110,241,9,8
241,110,9,8
118,229,9,8
229,118,9,8
138,228,9,9
228,138,9,9
141,217,9,8
217,141,9,8
163,218,9,10
218,163,9,10
164,178,9,7
178,164,9,7
171,240,9,10
240,171,9,10
189,227,9,8
227,189,9,8
189,231,9,9
231,189,9,9
3,8,10,10
8,3,10,10
9,230,10,9
230,9,10,9
20,88,10,10
88,20,10,10
35,68,10,11
68,35,10,11
79,238,10,10
238,79,10,10
87,185,10,10
185,87,10,10
98,225,10,10
225,98,10,10
108,191,10,11
191,108,10,11
117,165,10,12
165,117,10,12
125,207,10,11
207,125,10,11
168,244,10,11
244,168,10,11
180,245,10,8
245,180,10,8
16,78,11,11
78,16,11,11
17,38,11,10
38,17,11,10
32,65,11,10
65,32,11,10
39,66,11,11
66,39,11,11
45,119,11,8
119,45,11,8
55,199,11,10
199,55,11,10
77,198,11,13
198,77,11,13
91,137,11,10
137,91,11,10
95,115,11,10
115,95,11,10
95,244,11,11
244,95,11,11
104,169,11,10
169,104,11,10
161,166,11,10
166,161,11,10
167,226,11,10
226,167,11,10
177,200,11,9
200,177,11,9
200,215,11,9
215,200,11,9
21,132,12,11
132,21,12,11
25,139,12,11
139,25,12,11
26,213,12,10
213,26,12,10
35,197,12,10
197,35,12,10
44,170,12,11
170,44,12,11
55,90,12,14
90,55,12,14
62,221,12,12
221,62,12,12
69,91,12,11
91,69,12,11
97,175,12,13
175,97,12,13
100,222,12,13
222,100,12,13
127,203,12,14
203,127,12,14
136,140,12,11
140,136,12,11
175,248,12,11
248,175,12,11
183,239,12,9
239,183,12,9
195,209,12,12
209,195,12,12
211,240,12,12
240,211,12,12
224,225,12,10
225,224,12,10
13,28,13,9
28,13,13,9
18,101,13,13
101,18,13,13
27,112,13,12
112,27,13,12
37,65,13,12
65,37,13,12
42,89,13,13
89,42,13,13
53,72,13,13
72,53,13,13
54,184,13,14
184,54,13,14
105,249,13,12
249,105,13,12
121,138,13,11
138,121,13,11
127,182,13,14
182,127,13,14
129,249,13,12
249,129,13,12
136,149,13,11
149,136,13,11
137,186,13,14
186,137,13,14
145,172,13,13
172,145,13,13
189,214,13,14
214,189,13,14
1,143,14,14
143,1,14,14
3,169,14,12
169,3,14,12
13,118,14,13
118,13,14,13
18,81,14,14
81,18,14,14
23,213,14,14
213,23,14,14
28,235,14,11
235,28,14,11
31,166,14,14
166,31,14,14
46,223,14,13
223,46,14,13
52,70,14,14
70,52,14,14
70,157,14,14
157,70,14,14
77,136,14,12
136,77,14,12
80,92,14,13
92,80,14,13
88,105,14,14
105,88,14,14
93,124,14,14
124,93,14,14
104,205,14,14
205,104,14,14
119,239,14,16
239,119,14,16
151,203,14,13
203,151,14,13
176,233,14,15
233,176,14,15
194,241,14,11
241,194,14,11
206,208,14,15
208,206,14,15
11,130,15,15
130,11,15,15
22,208,15,14
208,22,15,14
24,145,15,14
145,24,15,14
25,41,15,15
41,25,15,15
31,112,15,17
112,31,15,17
44,49,15,14
49,44,15,14
47,205,15,14
205,47,15,14
51,196,15,15
196,51,15,15
53,159,15,16
159,53,15,16
82,123,15,14
123,82,15,14
89,152,15,15
152,89,15,15
100,105,15,15
105,100,15,15
102,206,15,16
206,102,15,16
115,191,15,15
191,115,15,15
128,192,15,14
192,128,15,14
169,177,15,16
177,169,15,16
190,235,15,14
235,190,15,14
0,220,16,14
220,0,16,14
1,41,16,16
41,1,16,16
23,157,16,14
157,23,16,14
41,158,16,14
158,41,16,14
53,192,16,15
192,53,16,15
63,102,16,18
102,63,16,18
70,144,16,16
144,70,16,16
94,168,16,16
168,94,16,16
103,208,16,20
208,103,16,20
121,242,16,14
242,121,16,14
149,198,16,16
198,149,16,16
0,59,17,15
59,0,17,15
0,210,17,15
210,0,17,15
2,221,17,16
221,2,17,16
14,83,17,16
83,14,17,16
32,49,17,19
49,32,17,19
43,168,17,18
168,43,17,18
47,133,17,16
133,47,17,16
55,97,17,14
97,55,17,14
68,225,17,16
225,68,17,16
69,236,17,14
236,69,17,14
85,142,17,16
142,85,17,16
99,132,17,15
132,99,17,15
108,173,17,18
173,108,17,18
4,128,18,18
128,4,18,18
12,109,18,16
109,12,18,16
43,95,18,17
95,43,18,17
48,56,18,18
56,48,18,18
78,131,18,19
131,78,18,19
87,130,18,14
130,87,18,14
137,184,18,14
184,137,18,14
150,232,18,18
232,150,18,18
158,178,18,19
178,158,18,19
159,196,18,19
196,159,18,19
221,248,18,15
248,221,18,15
8,57,19,19
57,8,19,19
27,125,19,17
125,27,19,17
52,113,19,15
113,52,19,15
77,216,19,15
216,77,19,15
80,84,19,16
84,80,19,16
94,170,19,16
170,94,19,16
111,249,19,17
249,111,19,17
201,215,19,18
215,201,19,18
16,185,20,21
185,16,20,21
33,74,20,21
74,33,20,21
49,144,20,20
144,49,20,20
59,130,20,21
130,59,20,21
74,187,20,21
187,74,20,21
108,154,20,19
154,108,20,19
131,150,20,18
150,131,20,18
141,159,20,21
159,141,20,21
144,213,20,19
213,144,20,19
155,186,20,20
186,155,20,20
187,247,20,21
247,187,20,21
11,24,21,18
24,11,21,18
18,48,21,12
48,18,21,12
19,210,21,19
210,19,21,19
22,122,21,20
122,22,21,20
29,38,21,20
38,29,21,20
29,116,21,22
116,29,21,22
34,99,21,22
99,34,21,22
37,199,21,21
199,37,21,21
46,134,21,24
134,46,21,24
