250,730
fromId,toId,d,c1
48,180,2,1
180,48,2,1
74,108,2,2
108,74,2,2
1,42,3,2
42,1,3,2
17,127,3,3
127,17,3,3
23,201,3,3
201,23,3,3
47,172,3,2
172,47,3,2
57,221,3,3
221,57,3,3
65,136,3,3
136,65,3,3
92,198,3,3
198,92,3,3
98,201,3,3
201,98,3,3
110,151,3,3
151,110,3,3
112,162,3,2
162,112,3,2
20,69,4,3
69,20,4,3
20,217,4,4
217,20,4,4
27,231,4,4
231,27,4,4
31,100,4,2
100,31,4,2
39,172,4,4
172,39,4,4
80,177,4,3
177,80,4,3
81,247,4,4
247,81,4,4
110,169,4,3
169,110,4,3
125,144,4,3
144,125,4,3
8,42,5,5
42,8,5,5
8,183,5,4
183,8,5,4
8,197,5,5
197,8,5,5
12,82,5,4
82,12,5,4
18,227,5,4
227,18,5,4
34,88,5,4
88,34,5,4
83,241,5,5
241,83,5,5
104,169,5,4
169,104,5,4
111,246,5,4
246,111,5,4
154,189,5,4
189,154,5,4
162,191,5,4
191,162,5,4
191,211,5,5
211,191,5,5
1,143,6,6
143,1,6,6
3,182,6,7
182,3,6,7
6,201,6,5
201,6,6,5
15,106,6,5
106,15,6,5
22,68,6,5
68,22,6,5
32,163,6,5
163,32,6,5
34,226,6,4
226,34,6,4
58,88,6,5
88,58,6,5
94,113,6,6
113,94,6,6
12,137,7,6
137,12,7,6
24,168,7,6
168,24,7,6
27,190,7,6
190,27,7,6
32,154,7,6
154,32,7,6
39,81,7,7
81,39,7,7
43,60,7,7
60,43,7,7
80,165,7,5
165,80,7,5
85,216,7,7
216,85,7,7
90,123,7,6
123,90,7,6
103,123,7,6
123,103,7,6
120,239,7,7
239,120,7,7
131,150,7,7
150,131,7,7
154,181,7,7
181,154,7,7
161,194,7,7
194,161,7,7
14,129,8,9
129,14,8,9
28,124,8,8
124,28,8,8
28,202,8,8
202,28,8,8
37,105,8,8
105,37,8,8
49,101,8,6
101,49,8,6
49,217,8,6
217,49,8,6
75,140,8,8
140,75,8,8
89,205,8,7
205,89,8,7
97,195,8,9
195,97,8,9
103,219,8,7
219,103,8,7
107,225,8,8
225,107,8,8
121,179,8,8
179,121,8,8
125,188,8,7
188,125,8,7
131,167,8,9
167,131,8,9
134,192,8,7
192,134,8,7
151,249,8,8
249,151,8,8
164,189,8,8
189,164,8,8
213,243,8,5
243,213,8,5
218,242,8,9
242,218,8,9
4,108,9,9
108,4,9,9
9,72,9,8
72,9,9,8
11,152,9,8
152,11,9,8
16,214,9,10
214,16,9,10
40,233,9,7
233,40,9,7
46,161,9,9
161,46,9,9
52,107,9,8
107,52,9,8
62,133,9,8
133,62,9,8
71,220,9,8
220,71,9,8
76,222,9,10
222,76,9,10
78,102,9,9
102,78,9,9
109,120,9,10
120,109,9,10
126,159,9,8
159,126,9,8
135,193,9,8
193,135,9,8
156,157,9,10
