250,716
fromId,toId,d,c1
26,58,1,1
58,26,1,1
115,207,1,1
207,115,1,1
119,158,1,1
158,119,1,1
45,67,2,2
67,45,2,2
111,148,2,2
148,111,2,2
134,238,2,1
238,134,2,1
158,194,2,2
194,158,2,2
17,243,3,3
243,17,3,3
55,172,3,2
172,55,3,2
56,136,3,3
136,56,3,3
57,106,3,2
106,57,3,2
96,110,3,2
110,96,3,2
105,196,3,2
196,105,3,2
141,177,3,2
177,141,3,2
148,198,3,3
198,148,3,3
154,166,3,3
166,154,3,3
5,191,4,4
191,5,4,4
42,184,4,4
184,42,4,4
64,194,4,4
194,64,4,4
88,138,4,4
138,88,4,4
92,135,4,3
135,92,4,3
94,134,4,3
134,94,4,3
111,207,4,4
207,111,4,4
186,217,4,4
217,186,4,4
20,105,5,5
105,20,5,5
46,155,5,5
155,46,5,5
52,56,5,4
56,52,5,4
54,172,5,5
172,54,5,5
112,235,5,4
235,112,5,4
124,214,5,4
214,124,5,4
127,211,5,4
211,127,5,4
145,177,5,4
177,145,5,4
4,236,6,5
236,4,6,5
14,127,6,4
127,14,6,4
87,138,6,5
138,87,6,5
169,195,6,6
195,169,6,6
233,234,6,6
234,233,6,6
9,83,7,7
83,9,7,7
20,212,7,7
212,20,7,7
29,107,7,6
107,29,7,6
39,245,7,6
245,39,7,6
62,80,7,7
80,62,7,7
75,124,7,8
124,75,7,8
79,224,7,5
224,79,7,5
84,219,7,7
219,84,7,7
104,202,7,6
202,104,7,6
110,220,7,6
220,110,7,6
120,229,7,8
229,120,7,8
131,136,7,7
136,131,7,7
170,209,7,6
209,170,7,6
193,201,7,7
201,193,7,7
0,63,8,8
63,0,8,8
10,247,8,8
247,10,8,8
16,32,8,8
32,16,8,8
16,189,8,8
189,16,8,8
18,60,8,7
60,18,8,7
21,215,8,8
215,21,8,8
23,223,8,7
223,23,8,7
42,174,8,6
174,42,8,6
44,243,8,8
243,44,8,8
77,200,8,9
200,77,8,9
102,122,8,6
122,102,8,6
106,116,8,5
116,106,8,5
120,239,8,7
239,120,8,7
128,218,8,6
218,128,8,6
142,151,8,7
