100,284
fromId,toId,d,u1
12,36,2,4
36,12,2,4
14,74,2,3
74,14,2,3
40,57,3,2
57,40,3,2
6,88,4,4
88,6,4,4
14,62,4,1
62,14,4,1
21,77,4,7
77,21,4,7
27,58,4,1
58,27,4,1
45,66,4,6
66,45,4,6
4,50,5,9
50,4,5,9
29,86,5,4
86,29,5,4
58,61,6,5
61,58,6,5
82,92,6,7
92,82,6,7
10,25,7,3
25,10,7,3
12,47,7,8
47,12,7,8
20,73,7,14
73,20,7,14
53,67,7,1
67,53,7,1
32,99,8,10
99,32,8,10
47,63,8,16
63,47,8,16
59,99,8,2
99,59,8,2
4,19,9,3
19,4,9,3
7,97,9,2
97,7,9,2
10,88,9,10
88,10,9,10
11,39,9,6
39,11,9,6
32,78,9,12
78,32,9,12
45,52,9,15
52,45,9,15
59,71,9,9
71,59,9,9
62,92,9,9
92,62,9,9
69,98,9,15
98,69,9,15
76,85,9,11
85,76,9,11
0,22,10,6
22,0,10,6
3,34,10,9
34,3,10,9
10,87,10,14
87,10,10,14
21,86,10,20
86,21,10,20
23,95,10,7
95,23,10,7
31,43,10,19
43,31,10,19
32,94,10,6
94,32,10,6
49,94,10,6
94,49,10,6
55,72,10,4
72,55,10,4
94,96,10,6
96,94,10,6
2,81,11,4
81,2,11,4
8,19,11,12
19,8,11,12
23,48,11,19
48,23,11,19
42,91,11,22
91,42,11,22
1,41,12,18
41,1,12,18
8,54,12,19
54,8,12,19
9,18,12,21
18,9,12,21
26,80,12,12
80,26,12,12
1,17,13,16
17,1,13,16
4,27,13,20
27,4,13,20
19,83,13,17
83,19,13,17
28,98,13,26
98,28,13,26
31,64,13,17
64,31,13,17
60,61,13,25
61,60,13,25
79,91,13,15
91,79,13,15
5,95,14,16
95,5,14,16
6,53,14,27
53,6,14,27
52,54,14,23
54,52,14,23
76,97,14,5
97,76,14,5
16,49,15,10
49,16,15,10
19,66,15,14
66,19,15,14
20,70,15,10
70,20,15,10
30,86,15,12
86,30,15,12
31,68,15,20
68,31,15,20
34,51,15,7
51,34,15,7
37,44,15,4
44,37,15,4
50,56,15,11
56,50,15,11
70,93,15,10
93,70,15,10
18,68,16,30
68,18,16,30
24,79,16,12
79,24,16,12
36,37,16,20
37,36,16,20
38,70,16,10
70,38,16,10
71,90,16,2
90,71,16,2
28,80,17,7
80,28,17,7
33,60,17,28
60,33,17,28
38,73,17,2
73,38,17,2
43,89,17,4
89,43,17,4
55,85,17,5
85,55,17,5
28,53,18,27
53,28,18,27
30,41,18,15
41,30,18,15
30,89,18,20
89,30,18,20
35,84,18,12
84,35,18,12
42,75,18,30
75,42,18,30
0,37,19,22
37,0,19,22
25,95,19,30
95,25,19,30
37,57,19,14
57,37,19,14
39,85,19,13
85,39,19,13
46,89,19,29
89,46,19,29
11,76,20,22
76,11,20,22
15,81,20,12
81,15,20,12
22,34,20,29
34,22,20,29
26,71,20,34
71,26,20,34
67,95,20,17
95,67,20,17
88,98,20,1
98,88,20,1
40,65,21,13
65,40,21,13
60,66,21,15
66,60,21,15
82,85,21,20
85,82,21,20
1,43,22,35
43,1,22,35
13,36,22,17
36,13,22,17
15,38,22,21
38,15,22,21
39,46,22,8
46,39,22,8
58,64,22,27
64,58,22,27
72,77,22,11
77,72,22,11
0,3,23,5
3,0,23,5
75,94,23,24
94,75,23,24
0,13,24,10
13,0,24,10
2,48,24,14
48,2,24,14
13,60,24,14
60,13,24,14
51,90,24,3
90,51,24,3
2,67,25,27
67,2,25,27
3,40,25,29
40,3,25,29
7,35,25,11
35,7,25,11
9,20,25,12
20,9,25,12
17,31,25,6
31,17,25,6
18,46,25,40
46,18,25,40
44,47,25,14
47,44,25,14
46,72,25,24
72,46,25,24
52,63,25,23
63,52,25,23
24,65,26,33
65,24,26,33
26,78,26,32
78,26,26,32
61,68,26,34
68,61,26,34
76,92,26,28
92,76,26,28
5,35,27,50
35,5,27,50
59,75,27,7
75,59,27,7
81,93,27,4
93,81,27,4
11,93,28,18
93,11,28,18
15,90,28,14
90,15,28,14
9,33,29,2
33,9,29,2
16,69,29,36
69,16,29,36
12,45,31,3
45,12,31,3
42,90,32,10
90,42,32,10
15,26,33,45
26,15,33,45
33,73,33,46
73,33,33,46
48,97,34,4
97,48,34,4
14,55,35,15
55,14,35,15
39,70,35,67
70,39,35,67
51,73,35,39
73,51,35,39
80,81,35,62
81,80,35,62
49,80,41,39
80,49,41,39
22,33,42,51
33,22,42,51
3,42,43,8
42,3,43,8
17,56,43,16
56,17,43,16
91,96,47,55
96,91,47,55
