100,272
fromId,toId,d,u1
31,61,2,1
61,31,2,1
45,49,2,2
49,45,2,2
62,90,2,3
90,62,2,3
12,19,3,4
19,12,3,4
26,59,3,2
59,26,3,2
50,66,3,5
66,50,3,5
52,87,3,1
87,52,3,1
30,82,4,4
82,30,4,4
71,86,4,5
86,71,4,5
21,23,5,2
23,21,5,2
3,61,6,8
61,3,6,8
25,38,6,7
38,25,6,7
47,85,6,10
85,47,6,10
49,84,6,11
84,49,6,11
54,71,6,4
71,54,6,4
62,91,6,3
91,62,6,3
72,92,6,3
92,72,6,3
26,77,7,2
77,26,7,2
59,80,7,7
80,59,7,7
7,64,8,4
64,7,8,4
18,39,8,14
39,18,8,14
22,55,8,11
55,22,8,11
36,46,8,4
46,36,8,4
42,75,8,3
75,42,8,3
43,77,8,2
77,43,8,2
80,99,8,15
99,80,8,15
1,11,9,9
11,1,9,9
13,76,9,10
76,13,9,10
17,29,9,8
29,17,9,8
60,98,9,13
98,60,9,13
3,32,10,15
32,3,10,15
8,74,10,7
74,8,10,7
12,51,10,1
51,12,10,1
12,91,10,1
91,12,10,1
23,33,10,16
33,23,10,16
38,74,10,7
74,38,10,7
73,89,10,19
89,73,10,19
11,27,11,20
27,11,11,20
16,28,11,21
28,16,11,21
20,57,11,7
57,20,11,7
46,99,11,17
99,46,11,17
52,88,11,1
88,52,11,1
64,68,11,3
68,64,11,3
70,91,11,18
91,70,11,18
2,98,12,18
98,2,12,18
6,97,12,5
97,6,12,5
7,83,12,24
83,7,12,24
10,95,12,5
95,10,12,5
16,37,12,24
37,16,12,24
17,69,12,8
69,17,12,8
17,78,12,5
78,17,12,5
45,72,12,4
72,45,12,4
51,62,12,5
62,51,12,5
57,84,12,12
84,57,12,12
63,79,12,13
79,63,12,13
70,73,12,24
73,70,12,24
81,92,12,4
92,81,12,4
1,93,13,14
93,1,13,14
4,23,13,3
23,4,13,3
9,44,13,7
44,9,13,7
14,76,13,21
76,14,13,21
20,79,13,12
79,20,13,12
21,28,13,22
28,21,13,22
35,73,13,9
73,35,13,9
44,92,13,17
92,44,13,17
6,79,14,9
79,6,14,9
65,66,14,17
66,65,14,17
78,83,14,16
83,78,14,16
0,14,15,11
14,0,15,11
12,73,15,4
73,12,15,4
18,79,15,27
79,18,15,27
19,50,15,12
50,19,15,12
27,29,15,9
29,27,15,9
32,83,15,24
83,32,15,24
42,54,15,10
54,42,15,10
24,58,16,28
58,24,16,28
39,96,16,18
96,39,16,18
40,87,16,23
87,40,16,23
55,93,16,11
93,55,16,11
30,43,17,32
43,30,17,32
74,75,17,5
75,74,17,5
2,71,18,8
71,2,18,8
5,94,18,33
94,5,18,33
9,33,18,22
33,9,18,22
15,58,18,18
58,15,18,18
27,94,18,21
94,27,18,21
53,97,18,32
97,53,18,32
13,67,19,36
67,13,19,36
34,39,19,20
39,34,19,20
65,88,19,7
88,65,19,7
67,94,19,10
94,67,19,10
1,22,20,40
22,1,20,40
9,15,20,35
15,9,20,35
30,70,20,16
70,30,20,16
54,60,20,36
60,54,20,36
47,68,21,23
68,47,21,23
77,89,22,1
89,77,22,1
82,90,22,38
90,82,22,38
4,36,23,13
36,4,23,13
14,41,23,44
41,14,23,44
15,56,23,2
56,15,23,2
18,97,23,40
97,18,23,40
5,69,24,6
69,5,24,6
10,24,24,34
24,10,24,34
22,47,24,4
47,22,24,4
55,82,24,17
82,55,24,17
34,53,25,2
53,34,25,2
35,50,25,37
50,35,25,37
63,68,25,32
68,63,25,32
2,40,27,37
40,2,27,37
21,58,27,18
58,21,27,18
25,37,27,24
37,25,27,24
67,93,27,35
93,67,27,35
3,96,28,48
96,3,28,48
33,72,28,32
72,33,28,32
48,81,28,19
81,48,28,19
6,45,29,51
45,6,29,51
8,54,30,24
54,8,30,24
25,95,30,24
95,25,30,24
7,29,31,16
29,7,31,16
16,42,31,49
42,16,31,49
41,51,32,52
51,41,32,52
50,52,32,60
52,50,32,60
10,37,34,3
37,10,34,3
26,35,34,46
35,26,34,46
56,81,34,54
81,56,34,54
39,64,35,6
64,39,35,6
57,85,35,19
85,57,35,19
0,62,38,20
62,0,38,20
48,97,38,4
97,48,38,4
43,85,40,8
85,43,40,8
36,86,41,77
86,36,41,77
33,99,47,12
99,33,47,12
2,35,48,35
35,2,48,35
13,90,54,96
90,13,54,96
59,84,55,65
84,59,55,65
