100,282
fromId,toId,d,u1
4,26,2,1
26,4,2,1
5,68,2,3
68,5,2,3
16,18,3,4
18,16,3,4
31,59,3,1
59,31,3,1
39,78,3,3
78,39,3,3
57,84,3,3
84,57,3,3
27,81,4,2
81,27,4,2
3,53,5,5
53,3,5,5
7,95,5,9
95,7,5,9
9,85,5,4
85,9,5,4
25,94,5,1
94,25,5,1
40,54,5,3
54,40,5,3
50,76,5,7
76,50,5,7
67,98,5,8
98,67,5,8
43,49,6,8
49,43,6,8
8,76,7,10
76,8,7,10
9,89,7,4
89,9,7,4
28,66,7,8
66,28,7,8
35,77,7,3
77,35,7,3
79,98,7,5
98,79,7,5
4,91,8,3
91,4,8,3
32,68,8,4
68,32,8,4
32,95,8,2
95,32,8,2
42,64,8,7
64,42,8,7
65,91,8,8
91,65,8,8
5,80,9,6
80,5,9,6
9,56,9,15
56,9,9,15
17,87,9,14
87,17,9,14
23,51,9,8
51,23,9,8
44,65,9,17
65,44,9,17
46,75,9,13
75,46,9,13
52,71,9,15
71,52,9,15
78,92,9,7
92,78,9,7
6,89,10,20
89,6,10,20
11,83,10,5
83,11,10,5
13,19,10,8
19,13,10,8
41,55,10,5
55,41,10,5
63,90,10,1
90,63,10,1
12,72,11,15
72,12,11,15
19,39,11,13
39,19,11,13
33,96,11,21
96,33,11,21
34,83,11,21
83,34,11,21
41,47,11,5
47,41,11,5
41,77,11,7
77,41,11,7
78,97,11,2
97,78,11,2
81,83,11,15
83,81,11,15
20,94,12,19
94,20,12,19
21,73,12,18
73,21,12,18
49,61,12,1
61,49,12,1
70,88,12,23
88,70,12,23
7,55,13,8
55,7,13,8
11,48,13,16
48,11,13,16
36,71,13,3
71,36,13,3
45,66,13,15
66,45,13,15
48,82,13,18
82,48,13,18
10,99,14,25
99,10,14,25
24,73,14,4
73,24,14,4
30,96,14,17
96,30,14,17
49,85,14,15
85,49,14,15
62,88,14,24
88,62,14,24
71,93,14,27
93,71,14,27
2,87,15,25
87,2,15,25
5,54,15,10
54,5,15,10
10,38,15,4
38,10,15,4
15,70,15,2
70,15,15,2
17,74,15,27
74,17,15,27
22,30,15,18
30,22,15,18
22,70,15,7
70,22,15,7
26,59,15,7
59,26,15,7
27,37,15,24
37,27,15,24
79,86,15,9
86,79,15,9
10,84,16,25
84,10,16,25
29,98,16,26
98,29,16,26
32,69,16,8
69,32,16,8
38,63,16,7
63,38,16,7
55,69,16,9
69,55,16,9
17,97,17,26
97,17,17,26
45,54,17,10
54,45,17,10
56,61,17,14
61,56,17,14
57,99,17,13
99,57,17,13
1,13,18,28
13,1,18,28
8,56,18,1
56,8,18,1
12,16,18,29
16,12,18,29
58,93,18,28
93,58,18,28
6,53,19,14
53,6,19,14
19,51,19,25
51,19,19,25
24,31,19,27
31,24,19,27
28,80,19,27
80,28,19,27
29,86,19,35
86,29,19,35
29,90,19,26
90,29,19,26
40,95,19,9
95,40,19,9
74,75,19,35
75,74,19,35
20,60,20,36
60,20,20,36
22,34,20,32
34,22,20,32
44,68,20,37
68,44,20,37
58,74,20,29
74,58,20,29
60,61,20,18
61,60,20,18
20,23,21,30
23,20,21,30
20,43,21,36
43,20,21,36
21,42,21,9
42,21,21,9
30,99,21,23
99,30,21,23
3,91,22,26
91,3,22,26
33,75,22,17
75,33,22,17
36,46,22,17
46,36,22,17
38,40,22,41
40,38,22,41
50,53,22,39
53,50,22,39
0,79,23,35
79,0,23,35
11,14,23,1
14,11,23,1
28,31,23,28
31,28,23,28
29,72,23,42
72,29,23,42
76,89,23,5
89,76,23,5
44,69,24,15
69,44,24,15
44,53,25,16
53,44,25,16
46,96,25,4
96,46,25,4
52,62,25,50
62,52,25,50
6,43,26,24
43,6,26,24
37,63,26,2
63,37,26,2
65,80,26,3
80,65,26,3
1,23,27,39
23,1,27,39
12,64,27,53
64,12,27,53
27,67,27,40
67,27,27,40
74,92,27,23
92,74,27,23
7,57,28,9
57,7,28,9
37,98,28,25
98,37,28,25
88,96,28,15
96,88,28,15
2,13,29,57
13,2,29,57
6,69,29,41
69,6,29,41
35,51,29,50
51,35,29,50
15,82,30,12
82,15,30,12
45,90,30,50
90,45,30,50
77,92,30,17
92,77,30,17
18,86,31,14
86,18,31,14
19,87,31,58
87,19,31,58
64,66,31,10
66,64,31,10
0,14,33,29
14,0,33,29
11,70,33,59
70,11,33,59
30,37,33,1
37,30,33,1
28,42,35,20
42,28,35,20
35,43,35,39
43,35,35,39
36,88,35,22
88,36,35,22
33,47,43,8
47,33,43,8
