100,278
fromId,toId,d,u1
62,95,2,4
95,62,2,4
63,74,2,3
74,63,2,3
67,89,2,4
89,67,2,4
6,72,3,1
72,6,3,1
21,23,3,6
23,21,3,6
85,91,3,5
91,85,3,5
60,61,4,6
61,60,4,6
24,87,5,2
87,24,5,2
32,48,5,6
48,32,5,6
33,53,5,10
53,33,5,10
68,85,5,9
85,68,5,9
2,50,6,1
50,2,6,1
10,96,6,2
96,10,6,2
17,28,6,6
28,17,6,6
19,78,6,1
78,19,6,1
25,58,6,6
58,25,6,6
26,82,6,9
82,26,6,9
5,19,7,8
19,5,7,8
15,51,7,2
51,15,7,2
46,92,7,8
92,46,7,8
71,78,7,1
78,71,7,1
0,10,8,2
10,0,8,2
55,71,8,1
71,55,8,1
56,94,8,12
94,56,8,12
0,6,9,10
6,0,9,10
4,5,9,5
5,4,9,5
7,40,9,2
40,7,9,2
12,84,9,6
84,12,9,6
16,34,9,5
34,16,9,5
17,93,9,9
93,17,9,9
22,62,9,18
62,22,9,18
24,38,9,13
38,24,9,13
57,94,9,16
94,57,9,16
1,65,10,2
65,1,10,2
2,83,10,10
83,2,10,10
25,60,10,9
60,25,10,9
26,63,10,16
63,26,10,16
38,47,10,19
47,38,10,19
52,59,10,11
59,52,10,11
72,81,10,19
81,72,10,19
12,44,11,21
44,12,11,21
29,95,11,13
95,29,11,13
49,65,11,7
65,49,11,7
74,82,11,5
82,74,11,5
5,77,12,5
77,5,12,5
42,79,12,1
79,42,12,1
47,79,12,3
79,47,12,3
66,89,12,20
89,66,12,20
87,96,12,9
96,87,12,9
27,40,13,9
40,27,13,9
55,80,13,14
80,55,13,14
15,34,14,14
34,15,14,14
17,97,14,27
97,17,14,27
23,28,14,12
28,23,14,12
30,50,14,7
50,30,14,7
33,41,14,12
41,33,14,12
42,63,14,8
63,42,14,8
47,81,14,1
81,47,14,1
75,91,14,13
91,75,14,13
81,88,14,19
88,81,14,19
4,49,15,26
49,4,15,26
8,20,15,12
20,8,15,12
8,93,15,26
93,8,15,26
9,67,15,23
67,9,15,23
13,32,15,15
32,13,15,15
43,44,15,23
44,43,15,23
66,70,15,29
70,66,15,29
11,80,16,15
80,11,16,15
13,67,16,25
67,13,16,25
14,53,16,22
53,14,16,22
14,70,16,6
70,14,16,6
14,84,16,13
84,14,16,13
30,69,16,3
69,30,16,3
43,79,16,14
79,43,16,14
45,68,16,6
68,45,16,6
46,97,16,23
97,46,16,23
69,88,16,9
88,69,16,9
4,7,17,32
7,4,17,32
7,29,17,25
29,7,17,25
52,88,17,4
88,52,17,4
6,83,18,9
83,6,18,9
18,75,18,18
75,18,18,18
20,34,18,36
34,20,18,36
32,84,18,13
84,32,18,13
57,90,18,13
90,57,18,13
15,62,19,8
62,15,19,8
20,56,19,28
56,20,19,28
22,93,19,21
93,22,19,21
35,36,19,34
36,35,19,34
52,58,19,26
58,52,19,26
2,31,20,40
31,2,20,40
3,18,20,28
18,3,20,28
3,90,20,21
90,3,20,21
11,40,20,26
40,11,20,26
12,48,20,22
48,12,20,22
16,75,20,7
75,16,20,7
26,44,20,25
44,26,20,25
37,99,20,17
99,37,20,17
48,59,20,4
59,48,20,4
18,98,21,23
98,18,21,23
27,92,21,15
92,27,21,15
36,41,21,40
41,36,21,40
61,76,21,31
76,61,21,31
39,87,22,30
87,39,22,30
9,76,23,8
76,9,23,8
29,92,23,20
92,29,23,20
35,55,23,36
55,35,23,36
54,64,23,3
64,54,23,3
0,38,24,2
38,0,24,2
8,21,24,5
21,8,24,5
37,54,24,10
54,37,24,10
59,61,24,25
61,59,24,25
11,78,25,21
78,11,25,21
69,83,25,26
83,69,25,26
73,77,25,10
77,73,25,10
65,77,26,2
77,65,26,2
19,40,27,16
40,19,27,16
66,86,28,32
86,66,28,32
1,51,29,2
51,1,29,2
1,73,29,56
73,1,29,56
13,76,29,44
76,13,29,44
38,74,29,6
74,38,29,6
12,73,30,27
73,12,30,27
18,20,30,60
20,18,30,60
54,98,30,11
98,54,30,11
17,95,31,28
95,17,31,28
39,45,31,61
45,39,31,61
45,74,31,25
74,45,31,25
53,73,31,48
73,53,31,48
41,77,32,57
77,41,32,57
65,95,32,59
95,65,32,59
3,64,33,10
64,3,33,10
33,66,33,54
66,33,33,54
0,31,34,3
31,0,34,3
47,59,34,47
59,47,34,47
37,39,35,58
39,37,35,58
1,82,37,40
82,1,37,40
75,82,46,74
82,75,46,74
96,99,46,17
99,96,46,17
