100,278
fromId,toId,d,u1
21,37,1,1
37,21,1,1
24,86,1,1
86,24,1,1
35,94,1,1
94,35,1,1
57,89,1,2
89,57,1,2
16,83,2,2
83,16,2,2
24,45,2,1
45,24,2,1
24,80,2,3
80,24,2,3
0,16,3,4
16,0,3,4
4,98,3,4
98,4,3,4
23,47,3,2
47,23,3,2
66,92,3,5
92,66,3,5
41,46,4,7
46,41,4,7
87,90,4,7
90,87,4,7
5,57,5,8
57,5,5,8
19,40,5,2
40,19,5,2
30,33,5,9
33,30,5,9
53,56,5,7
56,53,5,7
6,99,6,1
99,6,6,1
9,43,6,7
43,9,6,7
13,32,6,9
32,13,6,9
14,28,6,4
28,14,6,4
20,48,6,5
48,20,6,5
60,72,6,7
72,60,6,7
12,53,7,7
53,12,7,7
16,35,7,3
35,16,7,3
50,95,7,5
95,50,7,5
10,38,8,8
38,10,8,8
12,61,8,7
61,12,8,7
12,81,8,7
81,12,8,7
66,75,8,3
75,66,8,3
11,64,9,11
64,11,9,11
49,63,9,6
63,49,9,6
56,81,9,5
81,56,9,5
60,76,9,5
76,60,9,5
61,72,9,8
72,61,9,8
68,82,9,11
82,68,9,11
10,17,10,19
17,10,10,19
15,78,10,7
78,15,10,7
17,79,10,15
79,17,10,15
28,58,10,14
58,28,10,14
28,93,10,17
93,28,10,17
33,42,10,18
42,33,10,18
55,97,10,13
97,55,10,13
69,81,10,11
81,69,10,11
3,14,11,17
14,3,11,17
14,91,11,20
91,14,11,20
18,36,11,10
36,18,11,10
67,97,11,11
97,67,11,11
0,6,12,19
6,0,12,19
7,27,12,15
27,7,12,15
15,92,12,23
92,15,12,23
29,49,12,12
49,29,12,12
38,70,12,7
70,38,12,7
39,51,12,21
51,39,12,21
71,88,12,22
88,71,12,22
3,58,13,2
58,3,13,2
9,93,13,16
93,9,13,16
19,77,13,15
77,19,13,15
26,49,13,18
49,26,13,18
27,44,13,8
44,27,13,8
1,80,14,7
80,1,14,7
57,81,14,19
81,57,14,19
65,90,14,1
90,65,14,1
71,85,14,3
85,71,14,3
26,44,15,14
44,26,15,14
59,62,15,20
62,59,15,20
68,76,15,8
76,68,15,8
69,89,15,6
89,69,15,6
70,98,15,13
98,70,15,13
50,51,16,32
51,50,16,32
9,91,17,19
91,9,17,19
10,24,17,21
24,10,17,21
19,41,17,6
41,19,17,6
37,60,17,31
60,37,17,31
78,84,17,20
84,78,17,20
3,47,18,24
47,3,18,24
22,59,18,23
59,22,18,23
31,77,18,33
77,31,18,33
32,42,18,15
42,32,18,15
34,45,18,24
45,34,18,24
34,98,18,23
98,34,18,23
46,70,18,21
70,46,18,21
56,65,18,27
65,56,18,27
61,74,18,32
74,61,18,32
18,44,19,27
44,18,19,27
21,97,19,33
97,21,19,33
25,47,19,6
47,25,19,6
25,58,19,18
58,25,19,18
39,95,19,6
95,39,19,6
41,44,19,12
44,41,19,12
46,77,19,15
77,46,19,15
13,39,20,7
39,13,20,7
34,62,20,30
62,34,20,30
52,94,20,37
94,52,20,37
6,73,21,24
73,6,21,24
13,33,21,11
33,13,21,11
17,77,21,12
77,17,21,12
23,30,21,22
30,23,21,22
27,46,21,42
46,27,21,42
30,82,21,39
82,30,21,39
37,74,21,32
74,37,21,32
42,55,21,22
55,42,21,22
4,22,22,9
22,4,22,9
20,52,22,24
52,20,22,24
48,96,22,34
96,48,22,34
54,85,22,26
85,54,22,26
1,17,23,14
17,1,23,14
4,7,23,13
7,4,23,13
8,11,23,46
11,8,23,46
27,29,23,7
29,27,23,7
53,76,24,47
76,53,24,47
64,85,24,5
85,64,24,5
18,40,25,23
40,18,25,23
25,33,25,49
33,25,25,49
31,52,25,19
52,31,25,19
63,87,25,44
87,63,25,44
25,39,27,52
39,25,27,52
32,67,27,15
67,32,27,15
45,70,27,38
70,45,27,38
22,84,28,27
84,22,28,27
54,93,28,54
93,54,28,54
35,88,29,31
88,35,29,31
73,88,29,49
88,73,29,49
2,54,30,52
54,2,30,52
29,75,30,12
75,29,30,12
36,91,30,14
91,36,30,14
43,71,31,25
71,43,31,25
21,82,32,46
82,21,32,46
79,96,32,56
96,79,32,56
65,75,35,9
75,65,35,9
2,8,36,13
8,2,36,13
0,48,41,41
48,0,41,41
2,58,42,60
58,2,42,60
7,92,44,63
92,7,44,63
31,36,48,27
36,31,48,27
5,15,49,10
15,5,49,10
2,50,50,32
50,2,50,32
49,68,52,88
68,49,52,88
82,91,53,39
91,82,53,39
