100,272
fromId,toId,d,u1
50,71,2,1
71,50,2,1
20,49,3,4
49,20,3,4
29,80,3,6
80,29,3,6
31,72,4,7
72,31,4,7
10,28,5,7
28,10,5,7
10,93,5,8
93,10,5,8
16,82,5,10
82,16,5,10
34,38,5,2
38,34,5,2
39,49,5,5
49,39,5,5
88,98,5,5
98,88,5,5
1,33,6,4
33,1,6,4
9,65,6,2
65,9,6,2
14,22,6,4
22,14,6,4
17,46,6,5
46,17,6,5
27,79,6,3
79,27,6,3
39,68,6,12
68,39,6,12
41,92,6,12
92,41,6,12
0,19,7,13
19,0,7,13
6,11,7,2
11,6,7,2
11,38,7,1
38,11,7,1
12,37,7,11
37,12,7,11
24,82,7,4
82,24,7,4
30,87,7,9
87,30,7,9
35,63,7,6
63,35,7,6
54,94,7,3
94,54,7,3
26,83,8,3
83,26,8,3
51,82,8,8
82,51,8,8
75,78,8,16
78,75,8,16
4,44,9,16
44,4,9,16
5,8,9,10
8,5,9,10
25,97,9,18
97,25,9,18
28,81,9,14
81,28,9,14
35,62,9,4
62,35,9,4
52,57,9,18
57,52,9,18
3,21,10,14
21,3,10,14
9,35,10,20
35,9,10,20
53,78,10,11
78,53,10,11
36,84,11,11
84,36,11,11
42,91,11,6
91,42,11,6
57,61,11,18
61,57,11,18
62,64,11,4
64,62,11,4
2,90,12,21
90,2,12,21
13,45,12,24
45,13,12,24
18,69,12,5
69,18,12,5
23,45,12,7
45,23,12,7
31,47,12,24
47,31,12,24
34,56,12,11
56,34,12,11
36,58,12,9
58,36,12,9
55,99,12,17
99,55,12,17
63,65,12,4
65,63,12,4
1,49,13,17
49,1,13,17
5,86,13,7
86,5,13,7
24,86,13,13
86,24,13,13
29,46,13,25
46,29,13,25
33,59,13,17
59,33,13,17
42,88,13,13
88,42,13,13
45,59,13,6
59,45,13,6
56,85,13,8
85,56,13,8
61,93,13,18
93,61,13,18
67,90,13,23
90,67,13,23
71,91,13,22
91,71,13,22
2,98,14,18
98,2,14,18
3,43,14,28
43,3,14,28
4,39,14,3
39,4,14,3
6,42,14,5
42,6,14,5
21,99,14,24
99,21,14,24
26,96,14,20
96,26,14,20
29,47,14,27
47,29,14,27
69,73,14,9
73,69,14,9
77,95,14,24
95,77,14,24
85,89,14,5
89,85,14,5
15,58,15,16
58,15,15,16
36,50,15,3
50,36,15,3
37,65,15,22
65,37,15,22
40,44,15,25
44,40,15,25
48,67,15,25
67,48,15,25
0,14,16,10
14,0,16,10
5,52,16,21
52,5,16,21
7,25,16,25
25,7,16,25
13,19,16,3
19,13,16,3
16,95,16,9
95,16,16,9
11,71,17,16
71,11,17,16
40,60,17,13
60,40,17,13
65,97,17,5
97,65,17,5
66,77,17,16
77,66,17,16
8,15,18,29
15,8,18,29
31,32,18,5
32,31,18,5
44,80,18,14
80,44,18,14
51,75,18,9
75,51,18,9
64,70,18,6
70,64,18,6
74,94,18,29
94,74,18,29
36,68,19,10
68,36,19,10
46,72,19,15
72,46,19,15
70,89,19,14
89,70,19,14
3,55,20,10
55,3,20,10
4,84,20,10
84,4,20,10
17,60,20,30
60,17,20,30
18,30,20,19
30,18,20,19
23,32,20,17
32,23,20,17
27,43,20,28
43,27,20,28
41,60,20,6
60,41,20,6
42,66,20,29
66,42,20,29
48,56,20,17
56,48,20,17
22,52,21,35
52,22,21,35
75,95,21,29
95,75,21,29
79,90,21,23
90,79,21,23
1,80,22,24
80,1,22,24
43,83,22,16
83,43,22,16
51,93,22,4
93,51,22,4
55,74,22,11
74,55,22,11
7,73,23,25
73,7,23,25
54,77,24,44
77,54,24,44
10,53,25,5
53,10,25,5
30,76,25,14
76,30,25,14
48,62,25,39
62,48,25,39
61,86,25,8
86,61,25,8
8,50,26,3
50,8,26,3
15,20,26,16
20,15,26,16
27,96,26,45
96,27,26,45
33,47,26,50
47,33,26,50
15,22,27,15
22,15,27,15
16,66,27,48
66,16,27,48
34,88,27,39
88,34,27,39
38,84,27,28
84,38,27,28
13,20,30,57
20,13,30,57
35,79,30,20
79,35,30,20
76,92,32,16
92,76,32,16
8,16,34,61
16,8,34,61
25,70,37,48
70,25,37,48
18,70,42,63
70,18,42,63
2,3,43,71
3,2,43,71
40,85,43,73
85,40,43,73
55,77,43,64
77,55,43,64
27,37,45,45
37,27,45,45
14,81,49,69
81,14,49,69
89,92,55,11
92,89,55,11
