100,278
fromId,toId,d,c1
39,85,2,1
85,39,2,1
78,79,2,1
79,78,2,1
16,91,3,2
91,16,3,2
25,95,3,2
95,25,3,2
43,62,3,2
62,43,3,2
3,50,4,4
50,3,4,4
10,16,4,4
16,10,4,4
20,60,4,3
60,20,4,3
39,81,4,4
81,39,4,4
1,42,5,4
42,1,5,4
59,80,5,4
80,59,5,4
64,72,5,4
72,64,5,4
73,93,5,4
93,73,5,4
15,76,6,5
76,15,6,5
28,86,6,6
86,28,6,6
31,85,6,6
85,31,6,6
44,52,6,7
52,44,6,7
2,21,7,6
21,2,7,6
7,69,7,6
69,7,7,6
32,91,7,6
91,32,7,6
34,93,7,6
93,34,7,6
46,48,7,6
48,46,7,6
4,65,8,9
65,4,8,9
12,27,8,7
27,12,8,7
19,33,8,8
33,19,8,8
33,36,8,7
36,33,8,7
52,53,8,7
53,52,8,7
11,62,9,8
62,11,9,8
14,70,9,9
70,14,9,9
31,41,9,9
41,31,9,9
56,77,9,7
77,56,9,7
87,92,9,8
92,87,9,8
3,28,10,9
28,3,10,9
8,89,10,10
89,8,10,10
24,49,10,10
49,24,10,10
25,30,10,10
30,25,10,10
58,67,10,10
67,58,10,10
59,66,10,8
66,59,10,8
63,98,10,12
98,63,10,12
68,75,10,9
75,68,10,9
2,4,11,10
4,2,11,10
2,88,11,10
88,2,11,10
9,98,11,10
98,9,11,10
24,62,11,12
62,24,11,12
45,99,11,9
99,45,11,9
56,98,11,11
98,56,11,11
57,67,11,12
67,57,11,12
0,67,12,11
67,0,12,11
6,26,12,11
26,6,12,11
15,29,12,11
29,15,12,11
32,74,12,12
74,32,12,12
42,70,12,11
70,42,12,11
48,57,12,12
57,48,12,12
50,86,12,12
86,50,12,12
1,75,13,11
75,1,13,11
6,96,13,13
96,6,13,13
11,87,13,13
87,11,13,13
12,89,13,10
89,12,13,10
14,18,13,12
18,14,13,12
20,40,13,12
40,20,13,12
24,83,13,15
83,24,13,15
47,71,13,11
71,47,13,11
60,71,13,10
71,60,13,10
63,68,13,14
68,63,13,14
73,84,13,14
84,73,13,14
21,66,14,14
66,21,14,14
22,51,14,12
51,22,14,12
26,53,14,14
53,26,14,14
52,88,14,13
88,52,14,13
3,25,15,18
25,3,15,18
4,53,15,13
53,4,15,13
17,40,15,13
40,17,15,13
22,92,15,16
92,22,15,16
25,92,15,13
92,25,15,13
49,87,15,17
87,49,15,17
9,50,16,14
50,9,16,14
11,22,16,14
22,11,16,14
13,86,16,16
86,13,16,16
15,20,16,15
20,15,16,15
18,65,16,16
65,18,16,16
23,35,16,16
35,23,16,16
35,94,16,13
94,35,16,13
29,47,17,17
47,29,17,17
37,93,17,16
93,37,17,16
38,54,17,18
54,38,17,18
40,76,17,16
76,40,17,16
13,40,18,15
40,13,18,15
17,54,18,18
54,17,18,18
43,55,18,18
55,43,18,18
45,82,18,19
82,45,18,19
46,51,18,18
51,46,18,18
57,94,18,16
94,57,18,16
32,83,19,19
83,32,19,19
38,99,19,18
99,38,19,18
76,84,19,17
84,76,19,17
0,51,20,23
51,0,20,23
12,90,20,21
90,12,20,21
13,84,20,19
84,13,20,19
30,51,20,21
51,30,20,21
55,61,20,22
61,55,20,22
68,99,20,18
99,68,20,18
18,26,21,18
26,18,21,18
33,45,21,22
45,33,21,22
34,69,21,21
69,34,21,21
8,61,22,18
61,8,22,18
23,58,22,24
58,23,22,24
70,72,22,23
72,70,22,23
5,34,23,22
34,5,23,22
28,87,23,23
87,28,23,23
31,74,23,23
74,31,23,23
37,49,23,21
49,37,23,21
42,77,23,22
77,42,23,22
46,61,23,22
61,46,23,22
72,96,23,24
96,72,23,24
35,80,24,28
80,35,24,28
35,90,24,23
90,35,24,23
38,63,24,22
63,38,24,22
10,97,25,27
97,10,25,27
36,99,25,31
99,36,25,31
38,82,25,25
82,38,25,25
56,75,25,27
75,56,25,27
21,23,26,26
23,21,26,26
5,97,27,26
97,5,27,26
9,30,27,25
30,9,27,25
43,74,27,26
74,43,27,26
1,64,29,28
64,1,29,28
79,82,29,26
82,79,29,26
8,94,31,27
94,8,31,27
36,64,31,27
64,36,31,27
16,41,33,26
41,16,33,26
17,98,35,41
98,17,35,41
0,77,36,40
77,0,36,40
4,58,36,36
58,4,36,36
5,83,37,32
83,5,37,32
54,78,37,37
78,54,37,37
7,15,43,40
15,7,43,40
39,55,43,47
55,39,43,47
0,65,47,41
65,0,47,41
61,81,49,48
81,61,49,48
