100,280
fromId,toId,d,c1
16,40,2,2
40,16,2,2
27,92,2,2
92,27,2,2
30,63,2,1
63,30,2,1
34,54,2,2
54,34,2,2
37,95,3,3
95,37,3,3
63,97,3,2
97,63,3,2
74,85,3,2
85,74,3,2
15,26,4,4
26,15,4,4
21,48,4,3
48,21,4,3
2,83,5,4
83,2,5,4
9,82,5,4
82,9,5,4
45,94,5,4
94,45,5,4
46,79,5,5
79,46,5,5
70,72,5,4
72,70,5,4
5,84,6,4
84,5,6,4
7,32,6,5
32,7,6,5
28,47,6,6
47,28,6,6
44,51,6,5
51,44,6,5
52,80,6,6
80,52,6,6
68,75,6,7
75,68,6,7
33,97,7,8
97,33,7,8
56,97,7,6
97,56,7,6
76,86,7,7
86,76,7,7
2,78,8,6
78,2,8,6
15,43,8,7
43,15,8,7
27,82,8,7
82,27,8,7
29,86,8,6
86,29,8,6
34,60,8,7
60,34,8,7
56,77,8,7
77,56,8,7
22,62,9,9
62,22,9,9
33,77,9,8
77,33,9,8
68,81,9,8
81,68,9,8
75,96,9,8
96,75,9,8
76,91,9,8
91,76,9,8
77,93,9,8
93,77,9,8
15,61,10,10
61,15,10,10
17,87,10,10
87,17,10,10
39,47,10,8
47,39,10,8
69,79,10,9
79,69,10,9
11,35,11,9
35,11,11,9
18,60,11,13
60,18,11,13
38,43,11,10
43,38,11,10
87,98,11,11
98,87,11,11
1,88,12,13
88,1,12,13
8,99,12,10
99,8,12,10
9,36,12,10
36,9,12,10
12,69,12,12
69,12,12,12
13,25,12,13
25,13,12,13
20,78,12,11
78,20,12,11
27,58,12,11
58,27,12,11
29,91,13,14
91,29,13,14
37,56,13,13
56,37,13,13
49,71,13,13
71,49,13,13
1,23,14,13
23,1,14,13
8,53,14,15
53,8,14,15
19,66,14,15
66,19,14,15
21,88,14,15
88,21,14,15
35,86,14,14
86,35,14,14
37,93,14,13
93,37,14,13
38,61,14,14
61,38,14,14
39,42,14,13
42,39,14,13
59,65,14,15
65,59,14,15
62,83,14,12
83,62,14,12
0,24,15,16
24,0,15,16
8,52,15,17
52,8,15,17
13,64,15,15
64,13,15,15
20,23,15,14
23,20,15,14
31,72,15,15
72,31,15,15
36,80,15,15
80,36,15,15
41,55,15,13
55,41,15,13
45,70,15,15
70,45,15,15
54,71,15,15
71,54,15,15
1,12,16,17
12,1,16,17
4,19,16,15
19,4,16,15
5,25,16,16
25,5,16,16
6,35,16,15
35,6,16,15
7,11,16,15
11,7,16,15
9,95,16,16
95,9,16,16
10,50,16,16
50,10,16,16
11,50,16,15
50,11,16,15
23,79,16,16
79,23,16,16
24,53,16,15
53,24,16,15
37,92,16,14
92,37,16,14
55,61,16,18
61,55,16,18
74,91,16,14
91,74,16,14
3,41,17,18
41,3,17,18
42,96,17,18
96,42,17,18
49,89,17,13
89,49,17,13
64,89,17,17
89,64,17,17
2,23,18,14
23,2,18,14
10,93,18,20
93,10,18,20
11,76,18,17
76,11,18,17
19,28,18,18
28,19,18,18
21,65,19,20
65,21,19,20
51,74,19,15
74,51,19,15
0,44,20,17
44,0,20,17
1,22,20,19
22,1,20,19
3,45,20,21
45,3,20,21
10,99,20,22
99,10,20,22
30,92,20,17
92,30,20,17
32,81,20,22
81,32,20,22
46,73,21,21
73,46,21,21
6,29,22,23
29,6,22,23
14,24,22,22
24,14,22,22
17,58,22,19
58,17,22,19
18,25,22,16
25,18,22,16
20,73,22,22
73,20,22,22
22,57,22,24
57,22,22,24
50,85,22,25
85,50,22,25
59,89,22,21
89,59,22,21
16,73,23,25
73,16,23,25
3,31,24,22
31,3,24,22
33,81,24,25
81,33,24,25
36,59,24,25
59,36,24,25
38,41,24,22
41,38,24,22
52,64,24,25
64,52,24,25
13,71,25,23
71,13,25,23
48,49,25,26
49,48,25,26
55,94,25,26
94,55,25,26
37,99,26,26
99,37,26,26
41,98,26,21
98,41,26,21
4,42,28,31
42,4,28,31
14,84,28,29
84,14,28,29
31,66,28,25
66,31,28,25
4,90,29,29
90,4,29,29
6,67,29,26
67,6,29,26
32,93,31,29
93,32,31,29
7,67,32,39
67,7,32,39
58,90,32,31
90,58,32,31
26,40,33,31
40,26,33,31
30,75,33,27
75,30,33,27
13,53,34,31
53,13,34,31
15,16,35,35
16,15,35,35
17,65,38,38
65,17,38,38
0,10,40,42
10,0,40,42
34,57,40,50
57,34,40,50
3,90,42,38
90,3,42,38
43,46,42,43
46,43,42,43
38,69,45,39
69,38,45,39
42,67,49,48
67,42,49,48
