100,280
fromId,toId,d,c1
23,67,2,1
67,23,2,1
10,66,3,2
66,10,3,2
3,50,4,3
50,3,4,3
11,81,4,3
81,11,4,3
22,57,4,3
57,22,4,3
48,86,4,3
86,48,4,3
58,82,4,3
82,58,4,3
59,67,4,3
67,59,4,3
8,28,5,4
28,8,5,4
22,90,5,5
90,22,5,5
24,98,5,5
98,24,5,5
41,77,5,4
77,41,5,4
59,87,5,4
87,59,5,4
7,24,6,6
24,7,6,6
22,46,6,5
46,22,6,5
54,97,6,6
97,54,6,6
8,20,7,7
20,8,7,7
13,76,7,6
76,13,7,6
41,65,7,6
65,41,7,6
56,75,7,7
75,56,7,7
61,96,7,7
96,61,7,7
0,18,8,9
18,0,8,9
8,93,8,9
93,8,8,9
12,92,8,7
92,12,8,7
20,54,8,7
54,20,8,7
39,45,8,7
45,39,8,7
47,96,8,8
96,47,8,8
68,85,8,8
85,68,8,8
70,74,8,7
74,70,8,7
0,98,9,10
98,0,9,10
17,51,9,8
51,17,9,8
32,49,9,9
49,32,9,9
34,59,9,8
59,34,9,8
60,81,9,9
81,60,9,9
7,73,10,9
73,7,10,9
14,74,10,8
74,14,10,8
21,34,10,9
34,21,10,9
21,87,10,9
87,21,10,9
27,89,10,10
89,27,10,10
44,72,10,10
72,44,10,10
1,43,11,9
43,1,11,9
13,50,11,10
50,13,11,10
53,94,11,11
94,53,11,11
63,80,11,11
80,63,11,11
64,98,11,11
98,64,11,11
71,97,11,10
97,71,11,10
72,81,11,11
81,72,11,11
5,85,12,11
85,5,12,11
6,99,12,11
99,6,12,11
25,71,12,11
71,25,12,11
25,89,12,12
89,25,12,12
27,93,12,12
93,27,12,12
88,92,12,11
92,88,12,11
1,71,13,13
71,1,13,13
7,79,13,12
79,7,13,12
17,40,13,13
40,17,13,13
27,54,13,12
54,27,13,12
32,52,13,14
52,32,13,14
34,70,13,12
70,34,13,12
36,47,13,12
47,36,13,12
45,56,13,11
56,45,13,11
60,68,13,13
68,60,13,13
17,83,14,14
83,17,14,14
30,86,14,15
86,30,14,15
42,84,14,12
84,42,14,12
73,95,14,14
95,73,14,14
2,69,15,19
69,2,15,19
2,72,15,16
72,2,15,16
14,21,15,12
21,14,15,12
19,68,15,17
68,19,15,17
37,64,15,13
64,37,15,13
50,63,15,14
63,50,15,14
63,90,15,14
90,63,15,14
18,33,16,16
33,18,16,16
33,79,16,17
79,33,16,17
47,88,16,18
88,47,16,18
57,80,16,16
80,57,16,16
12,76,17,15
76,12,17,15
25,53,17,16
53,25,17,16
29,33,17,17
33,29,17,17
30,51,17,16
51,30,17,16
6,14,18,18
14,6,18,18
16,49,18,18
49,16,18,18
18,43,18,16
43,18,18,16
44,69,18,21
69,44,18,21
46,77,18,15
77,46,18,15
55,79,18,16
79,55,18,16
4,10,19,20
10,4,19,20
20,61,19,17
61,20,19,17
30,38,19,17
38,30,19,17
37,94,19,18
94,37,19,18
44,55,19,16
55,44,19,16
86,96,19,19
96,86,19,19
4,62,20,19
62,4,20,19
9,74,20,20
74,9,20,20
29,55,20,17
55,29,20,17
70,84,20,18
84,70,20,18
5,84,21,22
84,5,21,22
6,9,21,20
9,6,21,20
26,82,21,17
82,26,21,17
30,88,21,22
88,30,21,22
16,39,22,23
39,16,22,23
35,62,22,22
62,35,22,22
36,91,22,20
91,36,22,20
10,75,23,22
75,10,23,22
11,19,23,23
19,11,23,23
12,40,23,21
40,12,23,21
31,87,23,23
87,31,23,23
66,90,23,21
90,66,23,21
3,35,24,17
35,3,24,17
29,82,24,20
82,29,24,20
31,41,24,26
41,31,24,26
31,52,24,24
52,31,24,24
15,26,25,28
26,15,25,28
26,91,25,25
91,26,25,25
28,48,25,21
48,28,25,21
55,58,27,28
58,55,27,28
69,73,27,26
73,69,27,26
76,80,27,25
80,76,27,25
10,35,28,27
35,10,28,27
15,77,28,30
77,15,28,30
43,91,28,27
91,43,28,27
1,94,29,30
94,1,29,30
6,52,29,30
52,6,29,30
3,66,30,31
66,3,30,31
15,23,30,28
23,15,30,28
4,45,32,29
45,4,32,29
19,42,32,35
42,19,32,35
58,60,33,32
60,58,33,32
35,78,35,34
78,35,35,34
36,97,35,33
97,36,35,33
78,83,35,30
83,78,35,30
34,85,37,46
85,34,37,46
32,99,38,35
99,32,38,35
65,75,38,37
75,65,38,37
23,82,40,42
82,23,40,42
15,36,44,42
36,15,44,42
52,56,47,53
56,52,47,53
76,83,47,42
83,76,47,42
38,93,49,52
93,38,49,52
