100,280
fromId,toId,d,c1
40,73,2,2
73,40,2,2
9,48,3,2
48,9,3,2
13,93,3,2
93,13,3,2
53,57,3,3
57,53,3,3
66,91,3,2
91,66,3,2
3,69,4,4
69,3,4,4
6,46,4,3
46,6,4,3
23,83,4,3
83,23,4,3
32,76,4,4
76,32,4,4
33,69,4,3
69,33,4,3
41,54,5,4
54,41,5,4
52,53,5,5
53,52,5,5
54,58,5,4
58,54,5,4
5,86,6,5
86,5,6,5
20,60,6,5
60,20,6,5
58,98,6,5
98,58,6,5
1,29,7,7
29,1,7,7
6,67,7,5
67,6,7,5
16,21,7,8
21,16,7,8
31,42,7,6
42,31,7,6
55,61,7,6
61,55,7,6
14,29,8,6
29,14,8,6
17,70,8,9
70,17,8,9
39,64,8,8
64,39,8,8
60,86,8,8
86,60,8,8
75,92,8,8
92,75,8,8
7,16,9,8
16,7,9,8
9,93,9,10
93,9,9,10
22,28,9,10
28,22,9,10
27,95,9,8
95,27,9,8
35,85,9,7
85,35,9,7
43,50,9,8
50,43,9,8
49,97,9,8
97,49,9,8
66,72,9,8
72,66,9,8
2,94,10,9
94,2,10,9
24,96,10,11
96,24,10,11
44,63,10,8
63,44,10,8
62,93,10,7
93,62,10,7
82,96,10,10
96,82,10,10
37,89,11,11
89,37,11,11
4,63,12,14
63,4,12,14
13,30,12,10
30,13,12,10
18,78,12,9
78,18,12,9
30,39,12,13
39,30,12,13
38,51,12,12
51,38,12,12
45,94,12,13
94,45,12,13
47,90,12,12
90,47,12,12
68,75,12,11
75,68,12,11
0,27,13,12
27,0,13,12
3,80,13,12
80,3,13,12
14,82,13,12
82,14,13,12
38,65,13,11
65,38,13,11
75,90,13,13
90,75,13,13
4,99,14,14
99,4,14,14
19,81,14,16
81,19,14,16
23,46,14,13
46,23,14,13
49,79,14,14
79,49,14,14
52,87,14,15
87,52,14,15
1,97,15,14
97,1,15,14
19,55,15,13
55,19,15,13
19,72,15,14
72,19,15,14
24,97,15,12
97,24,15,12
26,55,15,15
55,26,15,15
37,76,15,17
76,37,15,17
81,90,15,14
90,81,15,14
81,92,15,12
92,81,15,12
3,85,16,18
85,3,16,18
7,20,16,17
20,7,16,17
11,44,16,17
44,11,16,17
17,41,16,18
41,17,16,18
27,77,16,12
77,27,16,12
32,89,16,17
89,32,16,17
33,94,16,17
94,33,16,17
60,71,16,14
71,60,16,14
87,88,16,12
88,87,16,12
19,42,17,14
42,19,17,14
27,84,17,17
84,27,17,17
28,71,17,17
71,28,17,17
43,51,17,17
51,43,17,17
67,74,17,18
74,67,17,18
2,51,18,21
51,2,18,21
8,77,18,22
77,8,18,22
11,79,18,21
79,11,18,21
18,59,18,17
59,18,18,17
34,83,18,16
83,34,18,16
85,98,18,20
98,85,18,20
10,63,19,20
63,10,19,20
16,31,19,18
31,16,19,18
35,51,19,17
51,35,19,17
61,72,19,19
72,61,19,19
62,95,19,17
95,62,19,17
64,73,19,15
73,64,19,15
10,47,20,19
47,10,20,19
17,35,20,19
35,17,20,19
28,74,20,17
74,28,20,17
70,78,20,21
78,70,20,21
10,96,21,21
96,10,21,21
26,90,21,24
90,26,21,24
40,45,21,20
45,40,21,20
46,57,21,19
57,46,21,19
53,59,21,20
59,53,21,20
84,99,21,21
99,84,21,21
35,94,22,21
94,35,22,21
50,59,22,19
59,50,22,19
52,67,22,16
67,52,22,16
12,21,23,23
21,12,23,23
15,61,23,25
61,15,23,25
80,98,23,19
98,80,23,19
5,88,24,21
88,5,24,21
17,43,24,19
43,17,24,19
21,71,24,25
71,21,24,25
25,34,24,22
34,25,24,22
26,82,24,23
82,26,24,23
33,40,24,25
40,33,24,25
65,89,24,18
89,65,24,18
20,56,25,25
56,20,25,25
50,70,25,24
70,50,25,24
56,92,25,26
92,56,25,26
5,28,26,19
28,5,26,19
14,15,26,26
15,14,26,26
22,25,26,23
25,22,26,23
45,48,27,31
48,45,27,31
50,87,27,25
87,50,27,25
0,9,28,26
9,0,28,26
11,24,28,28
24,11,28,28
0,32,30,26
32,0,30,26
36,66,31,26
66,36,31,26
9,73,32,27
73,9,32,27
23,59,32,35
59,23,32,35
65,87,33,30
87,65,33,30
12,22,34,35
22,12,34,35
16,36,36,35
36,16,36,35
37,68,36,34
68,37,36,34
45,65,39,44
65,45,39,44
0,4,41,41
4,0,41,41
7,81,43,44
81,7,43,44
37,88,46,47
88,37,46,47
63,76,46,45
76,63,46,45
5,68,56,53
68,5,56,53
8,44,61,58
44,8,61,58
