100,276
fromId,toId,d,c1
19,85,1,1
85,19,1,1
12,39,2,1
39,12,2,1
14,90,2,1
90,14,2,1
49,52,2,2
52,49,2,2
3,36,3,3
36,3,3,3
13,35,4,4
35,13,4,4
26,43,4,4
43,26,4,4
80,87,4,4
87,80,4,4
0,9,5,4
9,0,5,4
6,20,5,4
20,6,5,4
15,76,5,4
76,15,5,4
23,42,5,4
42,23,5,4
29,62,5,4
62,29,5,4
50,66,5,4
66,50,5,4
44,86,6,5
86,44,6,5
23,77,7,6
77,23,7,6
26,57,7,6
57,26,7,6
48,69,7,5
69,48,7,5
2,19,8,9
19,2,8,9
5,48,8,8
48,5,8,8
25,29,8,8
29,25,8,8
50,94,8,7
94,50,8,7
54,78,8,9
78,54,8,9
62,67,8,8
67,62,8,8
63,97,8,7
97,63,8,7
1,54,9,8
54,1,9,8
2,41,9,8
41,2,9,8
8,20,9,9
20,8,9,9
14,31,9,6
31,14,9,6
19,32,9,9
32,19,9,9
32,45,9,8
45,32,9,8
9,84,10,10
84,9,10,10
34,37,10,8
37,34,10,8
37,90,10,10
90,37,10,10
52,99,10,11
99,52,10,11
73,94,10,10
94,73,10,10
7,41,11,10
41,7,11,10
11,14,11,11
14,11,11,11
18,84,11,10
84,18,11,10
35,76,11,11
76,35,11,11
41,64,11,12
64,41,11,12
60,78,11,10
78,60,11,10
61,79,11,10
79,61,11,10
0,72,12,10
72,0,12,10
10,55,12,11
55,10,12,11
22,75,12,13
75,22,12,13
31,46,12,13
46,31,12,13
39,95,12,11
95,39,12,11
77,92,12,13
92,77,12,13
33,65,13,13
65,33,13,13
56,87,13,12
87,56,13,12
4,16,14,12
16,4,14,12
6,34,14,14
34,6,14,14
12,51,14,15
51,12,14,15
18,97,14,14
97,18,14,14
22,98,14,13
98,22,14,13
25,98,14,12
98,25,14,12
30,67,14,13
67,30,14,13
33,81,14,11
81,33,14,11
63,69,14,11
69,63,14,11
3,71,15,17
71,3,15,17
13,80,15,14
80,13,15,14
17,49,15,15
49,17,15,15
21,42,15,13
42,21,15,13
26,88,15,14
88,26,15,14
30,70,15,14
70,30,15,14
33,58,15,13
58,33,15,13
57,96,15,14
96,57,15,14
72,91,15,14
91,72,15,14
74,99,15,15
99,74,15,15
28,55,16,13
55,28,16,13
38,81,16,10
81,38,16,10
78,83,16,15
83,78,16,15
15,55,17,17
55,15,17,17
18,72,17,21
72,18,17,21
22,27,17,15
27,22,17,15
28,47,17,20
47,28,17,20
56,89,17,15
89,56,17,15
3,86,18,19
86,3,18,19
24,96,18,20
96,24,18,20
5,79,19,18
79,5,19,18
8,91,19,17
91,8,19,17
27,73,19,21
73,27,19,21
59,93,19,21
93,59,19,21
68,95,19,16
95,68,19,16
75,88,19,15
88,75,19,15
4,87,20,19
87,4,20,19
5,51,20,21
51,5,20,21
6,31,20,22
31,6,20,22
32,64,20,20
64,32,20,20
49,58,20,16
58,49,20,16
53,86,20,22
86,53,20,22
7,93,21,17
93,7,21,17
44,98,21,19
98,44,21,19
1,89,22,21
89,1,22,21
30,71,22,22
71,30,22,22
51,68,22,21
68,51,22,21
53,66,22,23
66,53,22,23
4,10,23,20
10,4,23,20
13,73,23,20
73,13,23,20
16,82,23,26
82,16,23,26
45,53,23,23
53,45,23,23
12,61,24,26
61,12,24,26
24,47,24,22
47,24,24,22
38,95,24,22
95,38,24,22
40,61,24,24
61,40,24,24
83,93,24,23
93,83,24,23
11,92,25,29
92,11,25,29
21,64,25,26
64,21,25,26
60,82,25,26
82,60,25,26
27,44,26,24
44,27,26,24
40,91,26,25
91,40,26,25
47,88,26,26
88,47,26,26
82,89,27,31
89,82,27,31
37,42,28,31
42,37,28,31
44,50,28,27
50,44,28,27
61,70,28,30
70,61,28,30
21,34,29,27
34,21,29,27
6,9,30,27
9,6,30,27
89,94,30,34
94,89,30,34
59,64,31,31
64,59,31,31
40,71,32,34
71,40,32,34
47,76,32,30
76,47,32,30
1,7,33,29
7,1,33,29
19,66,33,33
66,19,33,33
43,99,33,33
99,43,33,33
17,65,35,36
65,17,35,36
48,72,35,40
72,48,35,40
57,74,35,37
74,57,35,37
35,88,36,44
88,35,36,44
52,62,36,36
62,52,36,36
46,84,37,37
84,46,37,37
58,67,40,45
67,58,40,45
29,43,46,49
43,29,46,49
70,81,46,44
81,70,46,44
8,36,47,42
36,8,47,42
20,45,51,48
45,20,51,48
65,68,64,50
68,65,64,50
